capt.ID	season	year	visit	cave	length
897899	august	2017	2	C17	78
897905	june	2017	1	C17	66
981774	august	2017	2	C17	71
981929	august	2017	2	C17	76
981972	august	2017	2	C17	117
1643904	june	2015	2	C17	48
4121989	june	2015	2	C17	51
1840A1	august	2015	NA	C17	132
1840A1	august	2016	1	C17	134
4EDE3F	august	2014	1	C17	90
4EDEDF	june	2015	1	C17	96
4EE5EE	august	2012	1	C17	65
4EE684	june	2014	1	C17	99
4EE684	august	2012	1	C17	89
4EE684	august	2014	1	C17	101
4EE684	june	2015	2	C17	98
4EE8EC	june	2014	1	C17	111
4EE8EC	august	2012	1	C17	96
4EE8EC	august	2014	1	C17	113
4EE8EC	august	2015	NA	C17	122
4EE9E7	august	2014	1	C17	100
4EE9E7	august	2015	NA	C17	104
4EEB1F	august	2012	1	C17	121
4EEC29	august	2014	1	C17	135
6D7795	august	2012	1	C17	91
6D7795	august	2014	1	C17	107
6D7795	june	2015	1	C17	110
6D7795	august	2015	NA	C17	116
6D8458	august	2012	1	C17	115
6DA552	june	2014	1	C17	73
6DA552	june	2015	2	C17	85
6DA552	august	2016	2	C17	99
C96337	august	2012	1	C17	90
C96337	august	2014	1	C17	107
C96337	june	2015	2	C17	120
C96337	august	2015	NA	C17	122
C96337	august	2015	NA	C17	120
C96337	june	2014	2	C17	105
C97125	june	2014	1	C17	84
C97125	june	2015	2	C17	100
C97125	august	2015	NA	C17	103
C97125	august	2016	2	C17	113
C97125	august	2014	1	C17	88
C97125	june	2017	1	C17	129
C9789D	june	2014	1	C17	100
C9789D	august	2014	1	C17	102
C9789D	june	2015	1	C17	103
C9789D	june	2015	2	C17	103
C9789D	august	2015	NA	C17	105
C98200	august	2012	1	C17	97
C98698	june	2015	2	C17	89
C98698	august	2015	NA	C17	92
053351	june	2014	1	C17B	135
053392	june	2014	1	C17B	66
053592	august	2015	NA	C17B	100
053592	august	2015	NA	C17B	100
053592	june	2016	2	C17B	110
053592	august	2016	1	C17B	113
053592	august	2014	1	C17B	59
053592	june	2015	2	C17B	96
123806	august	2017	1	C17b	57
123806	august	2017	2	C17b	57
123825	august	2017	1	C17b	59
123825	august	2017	2	C17b	60
158525	june	2016	2	C17B	76
158525	august	2016	1	C17B	87
655085	august	2015	NA	C17B	91
655085	august	2016	1	C17B	105
655085	june	2015	2	C17B	88
655167	august	2015	NA	C17B	74
655167	august	2015	NA	C17B	74
655167	june	2016	2	C17B	86
655191	june	2015	2	C17B	140
655343	june	2016	1	C17B	103
655343	june	2017	1	C17b	113
655343	august	2017	1	C17b	124
655390	june	2015	1	C17B	76
655390	august	2015	NA	C17B	83
655390	august	2015	NA	C17B	106
655390	june	2016	1	C17B	96
655390	august	2016	1	C17B	109
655390	august	2016	2	C17B	109
655390	june	2015	2	C17B	72
655390	june	2017	1	C17b	126
981764	august	2017	1	C17b	70
981974	august	2017	1	C17b	68
5553536	june	2016	1	C17B	41
8358784	august	2015	NA	C17B	54
4ED8A2	june	2014	1	C17B	81
4ED8A2	august	2012	1	C17B	55
4ED8A2	august	2015	NA	C17B	95
4ED8A2	august	2015	NA	C17B	95
4ED8A2	june	2015	2	C17B	92
4EDE4C	august	2014	1	C17B	105
4EDE4C	august	2015	NA	C17B	83
4EDE4C	june	2014	2	C17B	105
4EE10B	august	2015	NA	C17B	111
4EE10B	june	2015	2	C17B	108
4EE10B	june	2015	1	C17B	108
4EE25B	june	2016	1	C17B	133
4EE25E	august	2012	1	C17B	116
4EE281	june	2014	1	C17B	112
4EE281	august	2012	1	C17B	95
4EE2DF	june	2015	1	C17B	109
4EE2DF	june	2014	1	C17B	105
4EE2DF	august	2012	1	C17B	78
4EE2E4	august	2015	NA	C17B	122
4EE2E4	august	2016	1	C17B	127
4EE6A8	august	2012	1	C17B	86
4EE6A8	august	2015	NA	C17B	113
4EE74A	august	2012	1	C17B	143
4EE958	august	2014	1	C17B	116
4EEBCD	august	2012	1	C17B	119
4EECA1	june	2015	1	C17B	110
4EECA1	june	2014	1	C17B	95
4EECA1	august	2015	NA	C17B	112
4EECA1	august	2014	1	C17B	100
6D845E	june	2014	1	C17B	142
6D8873	august	2012	1	C17B	123
6D8873	august	2014	1	C17B	124
6D8873	august	2015	NA	C17B	126
6D8873	june	2014	2	C17B	124
C9602D	june	2015	1	C17B	105
C9602D	august	2015	NA	C17B	108
C9602D	august	2015	NA	C17B	107
C9602D	june	2016	1	C17B	107
C9602D	august	2014	1	C17B	100
C9602D	june	2015	2	C17B	104
C96337	june	2016	1	C17B	124
C96456	august	2015	NA	C17B	109
C96456	august	2015	NA	C17B	109
C96456	june	2016	2	C17B	113
C96456	june	2015	2	C17B	105
C96A83	june	2015	1	C17B	92
C96A83	june	2014	1	C17B	93
C96A83	august	2012	1	C17B	83
C96A83	june	2015	2	C17B	92
C96A83	august	2015	NA	C17B	96
C96A83	august	2015	NA	C17B	92
C9758E	june	2014	1	C17B	112
C9758E	august	2012	1	C17B	100
C9758E	august	2015	NA	C17B	117
C97C8D	august	2014	1	C17B	124
C97C8D	august	2015	NA	C17B	126
C97EBD	august	2012	1	C17B	118
C97EBD	june	2017	1	C17b	136
C98174	august	2015	NA	C17B	103
C98174	august	2017	2	C17b	157
053338	june	2014	1	C18	74
053338	august	2015	NA	C18	91
053350	june	2014	1	C18	112
053350	august	2014	1	C18	121
053353	june	2014	1	C18	94
053375	june	2014	1	C18	88
053375	june	2015	1	C18	101
053375	august	2016	1	C18	122
053375	august	2016	2	C18	121
053375	june	2015	2	C18	101
053375	june	2017	1	C18	146
053399	june	2014	1	C18	15
053591	june	2014	1	C18	119
053600	june	2014	1	C18	134
053870	august	2014	1	C18	105
053872	august	2014	1	C18	105
053898	august	2014	1	C18	141
053911	august	2014	1	C18	104
053920	august	2014	1	C18	135
053952	august	2014	1	C18	96
123812	august	2017	1	C18	62
123816	august	2017	2	C18	61
123870	august	2017	1	C18	63
123870	august	2017	2	C18	64
123884	august	2017	1	C18	50
158523	june	2016	2	C18	82
158523	august	2016	2	C18	94
158526	june	2016	2	C18	145
158533	june	2016	2	C18	68
158533	august	2016	2	C18	80
158533	june	2017	1	C18	109
183453	august	2014	1	C18	98
187117	june	2015	1	C18	113
187117	august	2014	1	C18	113
0539392	august	2016	2	C18	56
655069	august	2015	NA	C18	90
655071	june	2015	2	C18	114
655158	june	2015	2	C18	120
655189	august	2015	NA	C18	78
655189	june	2016	2	C18	93
655189	august	2016	1	C18	103
655189	june	2015	2	C18	71
655189	june	2017	1	C18	126
655189	august	2017	2	C18	131
655197	june	2015	1	C18	78
655222	august	2015	NA	C18	93
655222	august	2015	NA	C18	98
655226	august	2016	1	C18	122
655248	august	2015	NA	C18	65
655248	august	2017	1	C18	99
4EE5ED	june	2013	2	C10	114
655253	august	2015	NA	C18	130
655269	august	2015	NA	C18	86
4EE707	august	2013	1	C10	98
655269	august	2016	1	C18	108
655269	june	2017	1	C18	131
655326	june	2015	1	C18	123
655327	june	2016	1	C18	70
4EE8E0	june	2013	1	C10	82
4EE8E0	august	2013	2	C10	88
4EEA0C	august	2013	2	C10	107
4EEA0C	june	2013	2	C10	105
655327	june	2016	2	C18	73
4EEB56	august	2013	1	C10	115
4EEC24	august	2013	1	C10	118
4EECF2	august	2013	1	C10	90
4EE071	august	2013	1	C10	105
4EE071	june	2013	2	C10	102
4EFA28	august	2013	1	C10	102
4EFA28	june	2013	2	C10	99
655327	august	2016	1	C18	86
655327	august	2016	2	C18	86
655350	august	2015	NA	C18	76
6D6A66	august	2013	1	C10	115
6D9897	august	2013	1	C10	125
6D9897	june	2013	2	C10	123
655359	june	2015	1	C18	138
655398	august	2016	2	C18	66
655398	june	2017	1	C18	90
0839040	august	2015	NA	C18	66
839040	june	2015	2	C18	61
891828	august	2017	2	C18	78
6D9D96	august	2013	1	C10	99
6D9DD2	august	2013	1	C10	113
6DA316	august	2013	2	C10	135
6DA316	june	2013	2	C10	135
897753	august	2016	2	C18	153
897767	june	2017	1	C18	70
897767	august	2017	2	C18	86
C96665	june	2013	2	C10	73
897832	june	2017	1	C18	70
897832	august	2017	1	C18	79
C968EF	august	2013	1	C10	125
C96EA2	august	2013	1	C10	105
897832	august	2017	2	C18	80
C96EA2	june	2013	2	C10	106
897852	june	2017	1	C18	74
C97614	august	2013	1	C10	116
897893	june	2017	1	C18	111
C97FDC	june	2013	1	C10	114
C97FDC	august	2013	1	C10	116
897905	august	2017	1	C18	71
C98C09	august	2013	1	C10	106
C98CC7	august	2013	1	C10	109
C98D32	june	2013	1	C10	97
897926	june	2017	1	C18	146
C98D32	august	2013	2	C10	100
897926	june	2017	2	C18	147
C98D32	june	2013	2	C10	97
C98F33	june	2013	1	C10	99
897947	june	2017	1	C18	89
897960	august	2016	2	C18	138
182C85	august	2013	2	C11	100
182E6F	august	2013	2	C11	94
981759	august	2017	1	C18	90
184A7D	august	2013	2	C11	114
184B30	august	2013	2	C11	103
981783	august	2017	2	C18	71
981805	august	2017	1	C18	136
18527B	august	2013	2	C11	127
981811	august	2017	1	C18	71
981811	august	2017	2	C18	71
981828	august	2017	1	C18	77
981843	august	2017	1	C18	78
981873	august	2017	2	C18	115
981925	august	2017	1	C18	74
981925	august	2017	2	C18	75
981989	august	2017	1	C18	75
981993	august	2017	2	C18	75
6477184	august	2016	2	C18	50
6909952	august	2016	2	C18	45
7739904	august	2016	2	C18	48
8366080	june	2015	2	C18	57
8780800	august	2015	NA	C18	62
1858E5	june	2015	1	C18	109
1858E5	june	2014	1	C18	102
1858E5	june	2016	2	C18	124
182C2E	june	2015	1	C18	131
182CDC	june	2015	1	C18	100
182CDC	june	2014	1	C18	92
182CDC	august	2014	1	C18	95
182CDC	june	2016	2	C18	108
182CDC	august	2016	1	C18	113
182CDC	june	2017	2	C18	129
183B69	june	2014	1	C18	90
183B69	june	2016	2	C18	120
183B69	june	2017	1	C18	145
183B69	june	2017	2	C18	146
183FF9	june	2016	1	C18	130
184A01	august	2014	1	C18	130
1851BF	june	2014	1	C18	105
1851BF	august	2014	1	C18	104
185BAF	june	2014	2	C18	210
185C66	june	2015	1	C18	87
185C66	august	2014	1	C18	87
186F2A	august	2012	1	C18	73
186F2A	june	2014	1	C18	96
186F2A	august	2015	NA	C18	113
186F2A	june	2015	2	C18	110
18738D	june	2015	1	C18	120
1875FA	august	2015	NA	C18	102
1875FA	june	2016	2	C18	112
1875FA	august	2016	1	C18	119
1875FA	august	2017	1	C18	134
3E01BB	august	2012	1	C18	96
3E01BB	june	2014	1	C18	110
3E01BB	august	2014	1	C18	112
4EDDC5	august	2012	1	C18	120
4EDDD7	august	2012	1	C18	114
4EDDD7	june	2014	1	C18	120
4EDDD7	august	2012	1	C18	120
4EDE12	august	2012	1	C18	142
4EDE3F	august	2015	NA	C18	98
4EDE3F	august	2015	NA	C18	95
4EDE3F	june	2016	2	C18	113
4EDE3F	june	2015	2	C18	98
4EDE73	august	2012	1	C18	90
4EDE83	august	2012	1	C18	65
4EDF73	august	2012	1	C18	79
4EE15A	june	2014	1	C18	81
4EE15A	august	2014	1	C18	85
4EE15A	august	2015	NA	C18	92
4EE22E	june	2015	1	C18	100
4EE22E	june	2014	1	C18	92
4EE22E	august	2014	1	C18	96
4EE22E	august	2015	NA	C18	105
4EE22E	june	2016	2	C18	117
4EE22E	june	2015	2	C18	101
4EE327	august	2012	1	C18	126
4EE40D	june	2015	1	C18	97
4EE40D	august	2012	1	C18	67
4EE40D	june	2014	2	C18	86
4EE40D	august	2014	1	C18	89
4EE40D	august	2015	NA	C18	103
4EE40D	june	2016	2	C18	112
4EE40D	august	2016	1	C18	119
4EE5DB	august	2015	NA	C18	113
4EE5DB	august	2012	1	C18	83
4EE60F	august	2012	1	C18	84
4EE60F	june	2016	2	C18	125
4EE60F	august	2016	2	C18	139
4EE60F	june	2015	2	C18	108
4EE60F	june	2017	1	C18	149
4EE7EF	august	2012	1	C18	96
4EE9B6	june	2014	1	C18	112
4EE9D1	june	2015	1	C18	102
4EE9D1	august	2012	1	C18	94
4EE9D1	june	2014	1	C18	100
4EE9D1	august	2014	1	C18	101
4EE9D1	august	2012	1	C18	102
4EEA4E	august	2012	1	C18	125
4EEC29	august	2016	1	C18	140
4EEC70	june	2014	1	C18	81
4EEC70	august	2014	1	C18	85
4EEC70	august	2015	NA	C18	96
4EEC70	august	2015	NA	C18	97
4EEC70	june	2016	2	C18	105
4EECE1	august	2012	1	C18	109
4EECE1	august	2014	1	C18	119
4EECE1	august	2015	NA	C18	124
4EECE1	june	2016	2	C18	131
4EECE1	june	2015	2	C18	121
4EF142	august	2012	1	C18	106
6D87CD	august	2012	1	C18	79
6D87CD	june	2014	1	C18	90
6D87CD	august	2014	1	C18	95
6D87CD	august	2015	NA	C18	99
6D87CD	june	2016	2	C18	110
6D87CD	june	2015	2	C18	96
6D98D1	august	2012	1	C18	124
6D98D1	june	2014	1	C18	133
6D9B94	june	2014	1	C18	126
6DA170	june	2015	1	C18	108
6DA170	august	2012	1	C18	95
6DA170	june	2014	1	C18	100
C96456	august	2012	1	C18	73
C96456	june	2014	1	C18	98
C96456	august	2014	1	C18	103
C964CA	august	2014	1	C18	93
C964CA	august	2015	NA	C18	103
C96BEF	august	2012	1	C18	136
C96D83	august	2012	1	C18	108
C96D83	august	2012	1	C18	114
C96E92	august	2012	1	C18	119
C96F13	august	2012	1	C18	75
C96F13	june	2014	1	C18	92
C970B8	august	2012	1	C18	106
C970B8	june	2014	1	C18	120
C97239	june	2015	1	C18	115
C97239	august	2012	1	C18	92
C97239	june	2014	2	C18	108
C97239	august	2014	1	C18	112
C97239	august	2012	1	C18	104
C9724D	august	2012	1	C18	69
C9724D	june	2014	1	C18	92
C9724D	august	2014	1	C18	100
C9724D	june	2015	1	C18	104
C9724D	june	2015	2	C18	106
C9724D	june	2016	1	C18	121
C97347	august	2012	1	C18	84
C9780D	august	2015	NA	C18	103
C97926	august	2012	1	C18	137
C979C4	june	2015	2	C18	111
C97EA6	august	2012	1	C18	83
C97EA6	august	2014	1	C18	105
C97EA6	august	2016	2	C18	125
C98417	august	2014	1	C18	118
C9860F	august	2012	1	C18	82
C9860F	august	2014	1	C18	102
C98617	june	2014	1	C18	92
C98617	august	2015	NA	C18	102
C98617	august	2015	NA	C18	103
C98617	june	2016	2	C18	121
C98698	august	2012	1	C18	61
C98698	june	2014	1	C18	80
C98698	august	2014	1	C18	82
C98698	august	2012	1	C18	78
C98A4B	august	2012	1	C18	67
C98A4B	june	2014	2	C18	96
C98A4B	june	2015	2	C18	116
C98A5F	august	2012	1	C18	147
C98A5F	june	2015	2	C18	160
C98A5F	june	2016	1	C18	162
C98CBC	august	2012	1	C18	105
C98D86	august	2012	1	C18	82
C98ED1	august	2012	1	C18	107
C98EED	august	2012	1	C18	99
C98EED	june	2014	1	C18	110
C98EED	august	2014	1	C18	110
C98EED	august	2012	1	C18	108
C98EED	june	2015	2	C18	112
C98EED	august	2015	NA	C18	113
C98EED	august	2015	NA	C18	114
C98EED	june	2016	2	C18	115
052751	june	2014	2	C19	105
052751	august	2014	1	C19	107
053879	june	2014	1	C19	59
053879	august	2014	1	C19	69
053879	june	2015	2	C19	81
053879	august	2015	NA	C19	89
053883	august	2014	1	C19	134
053897	august	2014	1	C19	79
053936	august	2014	1	C19	159
053936	august	2015	NA	C19	162
053936	june	2017	1	C19	171
053936	august	2017	2	C19	172
053938	august	2014	1	C19	77
053938	june	2016	1	C19	116
123803	august	2017	1	C19	62
123868	august	2017	1	C19	60
123868	august	2017	2	C19	57
123892	august	2017	1	C19	64
123906	august	2017	2	C19	62
158519	june	2016	2	C19	80
158562	june	2016	2	C19	65
158562	june	2017	2	C19	94
474862	june	2015	2	C19	48
655075	june	2015	2	C19	90
655075	august	2015	NA	C19	83
655075	august	2015	NA	C19	95
655075	june	2016	1	C19	110
655134	august	2015	NA	C19	85
655134	august	2015	NA	C19	83
655179	august	2015	NA	C19	131
655221	june	2015	1	C19	77
655221	june	2015	2	C19	77
655221	august	2015	NA	C19	86
655221	august	2015	NA	C19	87
655221	june	2016	1	C19	99
655221	august	2016	1	C19	109
655221	june	2017	1	C19	123
655307	june	2016	2	C19	75
655371	august	2016	1	C19	168
655375	june	2016	1	C19	74
655396	june	2016	1	C19	58
655409	august	2015	NA	C19	120
655421	august	2016	2	C19	69
655421	june	2017	1	C19	98
897795	june	2017	2	C19	89
897795	august	2017	1	C19	95
897828	june	2017	1	C19	128
897828	august	2017	2	C19	129
897889	june	2017	2	C19	120
897889	august	2017	2	C19	125
897975	june	2017	1	C19	74
0922112	august	2015	NA	C19	62
981754	august	2017	2	C19	112
981763	august	2017	1	C19	65
981815	august	2017	1	C19	75
981815	august	2017	2	C19	76
981849	august	2017	1	C19	118
981890	august	2017	1	C19	69
981894	august	2017	1	C19	66
981894	august	2017	2	C19	63
981942	august	2017	1	C19	99
1295104	june	2016	2	C19	62
2052096	august	2016	2	C19	57
2447360	august	2015	NA	C19	48
2549888	august	2016	2	C19	46
3943040	june	2016	2	C19	63
4634624	june	2015	2	C19	52
4634624	august	2015	NA	C19	58
5491968	august	2015	NA	C19	55
7808769	june	2016	1	C19	48
8351232	august	2015	NA	C19	49
8351232	june	2016	2	C19	58
8566016	june	2015	2	C19	61
1871BB	june	2015	1	C19	104
187E0A	june	2014	1	C19	93
4ED980	august	2014	1	C19	115
4ED980	june	2015	1	C19	116
4EDED1	august	2012	1	C19	142
4EDF2F	june	2016	1	C19	117
4EDF2F	august	2014	1	C19	94
4EDF2F	august	2017	2	C19	133
4EDFF8	august	2012	1	C19	86
4EE085	june	2014	2	C19	82
4EE9EF	august	2012	1	C19	74
4EE9EF	august	2012	1	C19	96
4EE9EF	june	2014	2	C19	106
4EEA84	august	2012	1	C19	92
4EEAE2	august	2012	1	C19	117
4EEC77	august	2014	1	C19	133
4EEC77	june	2015	2	C19	135
4EED16	june	2014	1	C19	110
4EED16	august	2014	1	C19	119
4EED16	june	2015	1	C19	131
4EE09A	june	2014	1	C19	85
4EE09A	august	2012	1	C19	46
4EE09A	august	2014	1	C19	95
6D8187	august	2012	1	C19	130
6D8187	august	2014	1	C19	157
6D835A	june	2015	1	C19	115
6D835A	june	2015	2	C19	117
6D835A	august	2015	NA	C19	122
6D835A	august	2015	NA	C19	122
6D835A	june	2016	1	C19	135
6D835A	june	2014	2	C19	93
6D835A	august	2014	1	C19	102
6D9955	august	2012	1	C19	97
C95FD7	august	2012	1	C19	161
C95FD7	june	2017	2	C19	185
C95FD7	august	2017	2	C19	185
C96529	august	2014	1	C19	124
C96529	june	2015	1	C19	130
C96529	june	2014	2	C19	126
C96A00	june	2014	1	C19	72
C96A00	june	2015	1	C19	90
C96A00	june	2015	2	C19	92
C96A00	august	2015	NA	C19	97
C96A00	june	2016	1	C19	105
C96D03	june	2016	1	C19	122
C96D03	june	2014	2	C19	104
C96D03	august	2014	1	C19	109
C96D03	june	2017	1	C19	135
C98AB0	june	2015	1	C19	94
C98AB0	august	2014	1	C19	80
C98AB0	june	2014	1	C19	74
C98DDC	august	2012	1	C19	95
052868	june	2015	2	C2	118
052868	august	2014	1	C2	120
052868	june	2016	2	C2	118
052868	june	2014	2	C2	119
052874	june	2015	1	C2	108
052874	august	2014	1	C2	110
052874	june	2014	2	C2	109
052906	august	2014	1	C2	116
052906	june	2015	1	C2	114
053303	june	2015	1	C2	90
053303	june	2015	2	C2	91
053303	august	2014	1	C2	87
053303	august	2015	1	C2	96
053303	august	2015	2	C2	97
053303	june	2016	2	C2	106
053303	june	2014	2	C2	84
123886	august	2017	1	C2	60
158503	june	2016	2	C2	69
158503	june	2017	2	C2	91
158531	august	2016	1	C2	74
158531	june	2017	1	C2	95
158535	august	2016	2	C2	83
158535	june	2017	1	C2	97
158551	june	2016	2	C2	132
158567	august	2016	1	C2	77
158581	june	2016	2	C2	145
158585	june	2016	2	C2	96
158585	august	2016	1	C2	101
158585	august	2016	2	C2	102
158585	august	2017	1	C2	125
187565	june	2014	1	C2	70
187565	june	2014	1	C2	68
187565	august	2014	1	C2	72
655084	august	2015	1	C2	68
655084	august	2015	2	C2	69
655084	june	2016	2	C2	80
655215	june	2015	2	C2	110
655215	june	2016	1	C2	113
655215	june	2017	1	C2	115
655257	august	2016	2	C2	88
655257	june	2017	2	C2	102
655257	august	2017	2	C2	111
655279	june	2015	1	C2	108
655378	august	2015	2	C2	140
655473	august	2016	2	C2	84
655473	june	2017	2	C2	100
655473	august	2017	1	C2	106
655473	august	2017	2	C2	106
897757	august	2017	1	C2	72
897760	june	2017	1	C2	73
897760	june	2017	2	C2	73
897760	august	2017	2	C2	84
897802	june	2017	1	C2	77
897802	june	2017	2	C2	78
897964	august	2017	1	C2	129
897964	august	2017	2	C2	129
897997	august	2017	1	C2	65
919808	june	2015	2	C2	60
981802	august	2017	2	C2	66
987520	june	2015	2	C2	58
0987520	august	2015	1	C2	65
1148544	june	2016	1	C2	45
3482752	june	2017	1	C2	61
3482752	june	2017	2	C2	63
4159104	august	2016	1	C2	46
4391040	august	2015	1	C2	46
4395040	august	2015	2	C2	46
7629440	august	2015	1	C2	51
7629440	august	2015	2	C2	51
8041344	june	2015	2	C2	61
8041344	august	2015	1	C2	65
8041344	august	2015	2	C2	65
9191808	august	2015	1	C2	63
9238656	june	2015	2	C2	63
18503B	august	2014	1	C2	113
18503B	august	2015	1	C2	115
18503B	june	2016	2	C2	119
18503B	june	2014	2	C2	112
18503B	june	2017	2	C2	133
18503B	august	2017	1	C2	136
4EDDDA	august	2014	1	C2	98
4EDEF3	august	2012	1	C2	102
4EDEF3	june	2015	2	C2	112
4EDEF3	june	2016	2	C2	117
4EDEF3	june	2014	2	C2	112
4EDFAE	june	2014	1	C2	65
4EDFAE	august	2014	1	C2	73
4EE009	august	2012	1	C2	105
4EE13F	june	2015	1	C2	100
4EE1F0	august	2012	1	C2	115
4EE50B	august	2012	1	C2	54
4EE934	august	2015	1	C2	118
4EE934	june	2016	1	C2	118
4EE934	june	2016	2	C2	118
4EEB2D	august	2012	1	C2	115
4EEC7B	august	2012	1	C2	93
4EEC7E	august	2012	1	C2	104
4EECC2	august	2014	1	C2	96
4EECC2	june	2016	1	C2	103
4EECC2	june	2016	2	C2	103
4EECE3	august	2012	1	C2	133
4EEDC9	june	2014	1	C2	71
4EEDC9	august	2014	1	C2	75
4EEDC9	august	2015	1	C2	88
4EEDC9	august	2015	2	C2	90
4EEDC9	august	2016	1	C2	112
4EEDC9	august	2017	2	C2	129
4EF225	june	2014	1	C2	81
4EF225	august	2012	1	C2	52
4EF225	august	2014	1	C2	88
4EF225	august	2015	1	C2	96
4EF225	june	2016	1	C2	104
4EF225	august	2016	1	C2	110
4EF225	august	2017	2	C2	122
6D7E2F	june	2014	1	C2	70
6D7E2F	august	2014	1	C2	74
6D7E2F	june	2015	2	C2	77
6D7E2F	august	2015	1	C2	82
6D7E2F	august	2016	1	C2	103
6D7E2F	june	2014	2	C2	72
6D7E2F	june	2017	1	C2	112
6D7E2F	august	2017	1	C2	118
6D826F	june	2014	2	C2	141
6D82B8	june	2014	1	C2	65
6D82B8	august	2014	1	C2	71
6D82B8	june	2015	2	C2	84
6D82B8	august	2015	1	C2	90
6D8F5B	june	2014	1	C2	77
6D8F5B	august	2015	1	C2	91
6D8F5B	june	2017	2	C2	110
6D8F5B	august	2017	1	C2	115
6D9E7D	august	2012	1	C2	117
6D9E7D	august	2014	1	C2	124
6D9E7D	august	2016	1	C2	127
6D9E7D	june	2017	2	C2	129
6DA1A7	june	2014	1	C2	68
C96461	august	2014	1	C2	111
C96461	june	2014	2	C2	109
C96957	august	2012	1	C2	74
C973DA	august	2012	1	C2	119
C9767B	june	2014	1	C2	89
C9767B	august	2012	1	C2	54
C9767B	august	2014	1	C2	94
C9767B	june	2015	1	C2	94
C976A1	june	2015	1	C2	98
C976A1	august	2015	2	C2	100
C976A1	june	2016	1	C2	103
C976A1	june	2016	2	C2	106
C976A1	august	2016	2	C2	109
C976A1	june	2017	1	C2	115
C97814	august	2012	1	C2	89
C97814	june	2014	2	C2	115
C97814	june	2016	2	C2	123
C97814	august	2016	1	C2	125
C97814	june	2017	1	C2	128
C979C7	june	2015	1	C2	84
C979C7	june	2015	2	C2	85
C979C7	august	2015	2	C2	94
C979C7	june	2016	2	C2	106
C979C7	june	2014	1	C2	72
C979C7	august	2017	1	C2	132
C979C7	august	2017	2	C2	133
C97F5D	august	2012	1	C2	101
C97FDB	august	2012	1	C2	140
C98808	august	2012	1	C2	127
C98808	june	2014	2	C2	127
C98907	june	2014	2	C2	111
C98907	june	2015	1	C2	110
C98907	august	2014	1	C2	113
C98B90	august	2012	1	C2	94
C98CCA	august	2014	1	C2	123
C98CCA	june	2015	1	C2	120
C98CCA	august	2015	2	C2	122
C98DDD	august	2012	1	C2	110
C98DDD	august	2014	1	C2	112
C98DDD	june	2016	2	C2	114
C98F30	august	2012	1	C2	81
052689	june	2015	2	C20	78
052689	june	2014	2	C20	69
052695	june	2014	2	C20	70
052696	june	2015	2	C20	81
052696	august	2015	NA	C20	87
052696	august	2015	NA	C20	88
052696	august	2016	1	C20	111
052696	august	2016	2	C20	112
052696	june	2014	2	C20	65
052696	june	2017	1	C20	116
052708	june	2014	2	C20	126
052724	june	2015	1	C20	125
052724	june	2015	2	C20	125
052724	june	2014	2	C20	126
053175	june	2015	2	C20	100
053175	june	2014	2	C20	95
053181	june	2015	2	C20	105
053181	june	2014	2	C20	91
053345	june	2014	1	C20	105
053360	june	2014	1	C20	93
053366	june	2014	1	C20	84
053391	june	2014	1	C20	78
053410	june	2014	1	C20	78
053866	august	2014	1	C20	65
053866	august	2015	NA	C20	85
053866	june	2016	1	C20	98
053893	august	2014	1	C20	105
053893	june	2015	1	C20	109
053893	june	2015	2	C20	109
053905	august	2014	1	C20	126
053905	june	2015	2	C20	128
053957	august	2014	1	C20	67
053957	june	2015	1	C20	73
053957	june	2015	2	C20	75
053957	june	2014	2	C20	54
053958	august	2014	1	C20	91
053958	june	2015	2	C20	95
053958	august	2015	NA	C20	98
123802	august	2017	1	C20	62
123856	august	2017	1	C20	57
123864	august	2017	1	C20	60
123887	august	2017	1	C20	64
123890	august	2017	1	C20	63
123996	august	2017	2	C20	64
158550	august	2016	1	C20	86
158571	august	2016	1	C20	88
158571	august	2017	1	C20	109
158572	august	2016	1	C20	71
158572	august	2016	2	C20	72
158588	august	2016	1	C20	118
186502	august	2017	2	C20	147
655028	june	2015	2	C20	120
655044	june	2015	2	C20	70
655049	june	2015	1	C20	115
655062	june	2015	2	C20	136
655074	august	2015	NA	C20	67
655074	august	2015	NA	C20	68
655074	august	2016	1	C20	91
655117	august	2015	NA	C20	140
655124	august	2015	NA	C20	78
655124	june	2016	2	C20	95
655124	august	2016	1	C20	104
655160	june	2015	2	C20	65
655160	august	2017	2	C20	109
655353	june	2016	1	C20	61
655353	august	2016	2	C20	81
655353	june	2017	1	C20	96
655477	june	2016	1	C20	59
655477	august	2016	1	C20	69
655495	august	2015	NA	C20	68
655495	june	2016	2	C20	86
655495	august	2016	2	C20	98
655495	june	2017	1	C20	115
655498	june	2015	1	C20	69
897751	june	2017	1	C20	66
897751	august	2017	1	C20	82
897762	august	2016	1	C20	114
897779	june	2017	1	C20	69
897791	june	2017	1	C20	65
897818	august	2016	1	C20	95
897818	august	2016	2	C20	95
897880	june	2017	2	C20	120
897894	june	2017	2	C20	75
897894	august	2017	1	C20	81
897915	june	2017	2	C20	65
897921	august	2016	2	C20	93
897923	june	2017	2	C20	67
897939	june	2017	1	C20	84
897939	june	2017	2	C20	87
897951	august	2016	1	C20	92
897987	june	2017	2	C20	74
897987	august	2017	1	C20	80
981836	august	2017	1	C20	70
981854	august	2017	2	C20	65
981921	august	2017	1	C20	92
981926	august	2017	1	C20	72
981933	august	2017	2	C20	77
