number	filename	ID	season	year	cave	label	nonatec	tag
4	'IMG_5242.JPG'	6D7795	june	2013	C17	CAL12-1036	NA	6D7795
1	'IMG_5235.JPG'	186C90	june	2013	C17b	NA	NA	186C90
2	'IMG_5236.JPG'	NA	june	2013	C17b	NA	NA	NA
3	'IMG_5237.JPG'	CAL13-1422	june	2013	C17b	CAL13-1422	NA	NA
4	'IMG_5238.JPG'	6D845E	june	2013	C17b	CAL13-1423	NA	6D845E
5	'IMG_5584.JPG'	4EDE4C	june	2013	C17b	CAL13-1571	NA	4EDE4C
6	'IMG_5589.JPG'	4EF421	june	2013	C17b	CAL13-1573	NA	4EF421
7	'IMG_5590.JPG'	C9881D	june	2013	C17b	CAL13-1574	NA	C9881D
8	'IMG_5591.JPG'	C97C8D	june	2013	C17b	CAL13-1575	NA	C97C8D
9	'IMG_5592.JPG'	4EEAA0	june	2013	C17b	CAL13-1576	NA	4EEAA0
10	'IMG_5593.JPG'	4EDEE1	june	2013	C17b	CAL13-1577	NA	4EDEE1
1	'IMG_5243.JPG'	6DA170	june	2013	C18	CAL12-1077	NA	6DA170
2	'IMG_5244.JPG'	4EE22E	june	2013	C18	CAL13-1427	NA	4EE22E
3	'IMG_5245.JPG'	C98A4B	june	2013	C18	CAL12-1078	NA	C98A4B
4	'IMG_5247.JPG'	C964CA	june	2013	C18	CAL13-1428	NA	C964CA
5	'IMG_5248.JPG'	C96456	june	2013	C18	CAL12-1072	NA	C96456
6	'IMG_5249.JPG'	4EE40D	june	2013	C18	CAL12-1042	NA	4EE40D
7	'IMG_5250.JPG'	C979C4	june	2013	C18	CAL13-1429	NA	C979C4
8	'IMG_5251.JPG'	NA	june	2013	C18	NA	NA	NA
9	'IMG_5252.JPG'	4EE1D8	june	2013	C18	CAL13-1430	NA	4EE1D8
10	'IMG_5253.JPG'	CAL13-1431	june	2013	C18	CAL13-1431	NA	NA
11	'IMG_5254.JPG'	C96F13	june	2013	C18	CAL12-1062	NA	C96F13
12	'IMG_5255.JPG'	4EE9D1	june	2013	C18	CAL12-1075	NA	4EE9D1
13	'IMG_5257.JPG'	C96F0D	june	2013	C18	CAL13-1432	NA	C96F0D
14	'IMG_5258.JPG'	4EE326	june	2013	C18	CAL13-1433	NA	4EE326
15	'IMG_5259.JPG'	C97EA6	june	2013	C18	CAL12-1045	NA	C97EA6
16	'IMG_5260.JPG'	C98D6A	june	2013	C18	CAL13-1434	NA	C98D6A
17	'IMG_5261.JPG'	4EE5DE	june	2013	C18	NA	NA	4EE5DE
18	'IMG_5262.JPG'	4EE046	june	2013	C18	CAL13-1435	NA	4EE046
19	'IMG_5263.JPG'	4EDFD3	june	2013	C18	CAL13-1436	NA	4EDFD3
20	'IMG_5264.JPG'	4EE15A	june	2013	C18	CAL13-1437	NA	4EE15A
21	'IMG_5608.JPG'	4EECE1	june	2013	C18	CAL12-1067	NA	4EECE1
22	'IMG_5609.JPG'	4EE1D8	june	2013	C18	CAL13-1430	NA	4EE1D8
23	'IMG_5610.JPG'	C98617	june	2013	C18	CAL13-1584	NA	C98617
24	'IMG_5611.JPG'	6D9B94	june	2013	C18	CAL13-1585	NA	6D9B94
25	'IMG_5612.JPG'	CAL13-1586	june	2013	C18	CAL13-1586	NA	NA
26	'IMG_5613.JPG'	CAL13-1587	june	2013	C18	CAL13-1587	NA	NA
27	'IMG_5614.JPG'	C98417	june	2013	C18	CAL13-1588	NA	C98417
28	'IMG_5615.JPG'	053338	june	2013	C18	CAL13-1590	NA	053338
1	'IMG_5216.JPG'	C96529	june	2013	C19	CAL13-1412	NA	C96529
2	'IMG_5217.JPG'	4EE09A	june	2013	C19	CAL12-1013	NA	4EE09A
3	'IMG_5218.JPG'	4EE085	june	2013	C19	CAL13-1413	NA	4EE085
4	'IMG_5219.JPG'	CAL13-1414	june	2013	C19	CAL13-1414	NA	NA
5	'IMG_5220.JPG'	CAL13-1415	june	2013	C19	CAL13-1415	NA	NA
6	'IMG_5221.JPG'	CAL13-1416	june	2013	C19	CAL13-1416	NA	NA
7	'IMG_5222.JPG'	053897	june	2013	C19	CAL13-1417	NA	053897
8	'IMG_5223.JPG'	4EEC77	june	2013	C19	CAL13-1418	NA	4EEC77
9	'IMG_5224.JPG'	4EED16	june	2013	C19	CAL13-1419	NA	4EED16
10	'IMG_5225.JPG'	C96D03	june	2013	C19	CAL13-1420	NA	C96D03
11	'IMG_5578.JPG'	C96D03	june	2013	C19	CAL13-1420	NA	C96D03
12	'IMG_5579.JPG'	CAL13-1569	june	2013	C19	CAL13-1569	NA	NA
13	'IMG_5580.JPG'	4EE09A	june	2013	C19	CAL12-1013	NA	4EE09A
14	'IMG_5581.JPG'	C96A00	june	2013	C19	CAL13-1570	NA	C96A00
15	'IMG_5582.JPG'	CAL13-1416	june	2013	C19	CAL13-1416	NA	NA
16	'IMG_5583.JPG'	CAL13-1415	june	2013	C19	CAL13-1415	NA	NA
1	'IMG_5203.JPG'	CAL13-1406	june	2013	C20	CAL13-1406	NA	NA
2	'IMG_5204.JPG'	053391	june	2013	C20	CAL13-1407	NA	053391
3	'IMG_5205.JPG'	052695	june	2013	C20	CAL13-1408	NA	052695
4	'IMG_5206.JPG'	CAL13-1409	june	2013	C20	CAL13-1409	NA	NA
5	'IMG_5207.JPG'	4EDE6E	june	2013	C20	CAL13-1410	NA	4EDE6E
6	'IMG_5208.JPG'	4EEDBF	june	2013	C20	CAL13-1411	NA	4EEDBF
7	'IMG_5209.JPG'	4ED752	june	2013	C20	CAL12-1001	NA	4ED752
8	'IMG_5210.JPG'	4EE7E9	june	2013	C20	CAL12-1002	NA	4EE7E9
9	'IMG_5211.JPG'	C97016	june	2013	C20	CAL12-1004	NA	C97016
10	'IMG_5212.JPG'	C973C8	june	2013	C20	CAL12-1005	NA	C973C8
11	'IMG_5214.JPG'	C986FF	june	2013	C20	CAL12-0994	NA	C986FF
12	'IMG_5215.JPG'	4EE581	june	2013	C20	CAL12-0995	NA	4EE581
13	'IMG_5559.JPG'	4EE43D	june	2013	C20	CAL12-0986	NA	4EE43D
14	'IMG_5560.JPG'	C98A65	june	2013	C20	CAL13-1562	NA	C98A65
15	'IMG_5561.JPG'	4EE874	june	2013	C20	CAL13-1563	NA	4EE874
16	'IMG_5562.JPG'	C986FF	june	2013	C20	CAL12-0994	NA	C986FF
17	'IMG_5563.JPG'	052695	june	2013	C20	CAL13-1408	NA	52695
18	'IMG_5564.JPG'	4EE373	june	2013	C20	CAL13-1564	NA	4EE373
19	'IMG_5565.JPG'	CAL13-1409	june	2013	C20	CAL13-1409	NA	NA
20	'IMG_5566.JPG'	C96AEA	june	2013	C20	CAL13-1565	NA	C96AEA
21	'IMG_5567.JPG'	6D8818	june	2013	C20	CAL13-1566	NA	6D8818
22	'IMG_5568.JPG'	C973C8	june	2013	C20	CAL12-1005	NA	C973C8
23	'IMG_5569.JPG'	C97016	june	2013	C20	CAL12-1004	NA	C97016
24	'IMG_5570.JPG'	4EDE6E	june	2013	C20	CAL13-1410	NA	4EDE6E
25	'IMG_5572.JPG'	4EE1CC	june	2013	C20	CAL12-0993	NA	4EE1CC
26	'IMG_5573.JPG'	C96618	june	2013	C20	CA13-1567	NA	C96618
27	'IMG_5574.JPG'	4EE7E1	june	2013	C20	CAL12-0990	NA	4EE7E1
28	'IMG_5575.JPG'	4EE208	june	2013	C20	CAL12-0991	NA	4EE208
29	'IMG_5577.JPG'	4EE46F	june	2013	C20	CAL13-1568	NA	4EE46F
1	'IMG_5135.JPG'	4EE8A8	june	2013	C21	CAL13-1365	NA	4EE8A8
2	'IMG_5136.JPG'	C96EA4	june	2013	C21	CAL13-1366	NA	C96EA4
3	'IMG_5139.JPG'	C988DF	june	2013	C21	CAL13-1367	NA	C988DF
4	'IMG_5140.JPG'	6D938A	june	2013	C21	CAL13-1368	NA	6D938A
5	'IMG_5141.JPG'	CAL13-1369	june	2013	C21	CAL13-1369	NA	NA
6	'IMG_5142.JPG'	CAL13-1370	june	2013	C21	CAL13-1370	NA	NA
7	'IMG_5143.JPG'	4EE41A	june	2013	C21	CAL12-1188	NA	4EE41A
8	'IMG_5144.JPG'	4EE7B1	june	2013	C21	CAL13-1371	NA	4EE7B1
9	'IMG_5499.JPG'	C96893	june	2013	C21	CAL13-1533	NA	C96893
10	'IMG_5500.JPG'	C988DF	june	2013	C21	CAL13-1367	NA	C988DF
11	'IMG_5501.JPG'	4EE8A8	june	2013	C21	CAL13-1365	NA	4EE8A8
12	'IMG_5502.JPG'	C96EA4	june	2013	C21	CAL13-1366	NA	C96EA4
13	'IMG_5503.JPG'	C97D0C	june	2013	C21	CAL12-0922	NA	C97D0C
14	'IMG_5504.JPG'	CAL13-1370	june	2013	C21	CAL13-1370	NA	NA
15	'IMG_5506.JPG'	C9767C	june	2013	C21	CAL12-0923	NA	C9767C
16	'IMG_5507.JPG'	6D64C8	june	2013	C21	CAL12-0920	NA	6D64C8
17	'IMG_5508.JPG'	C96A80	june	2013	C21	CAL13-1534	NA	C96A80
18	'IMG_5509.JPG'	4EE37B	june	2013	C21	CAL12-0919	NA	4EE37B
19	'IMG_5510.JPG'	C97573	june	2013	C21	CAL13-1535	NA	C97573
1	'IMG_5145.JPG'	4EEB0B	june	2013	C22	CAL13-1372	NA	4EEB0B
2	'IMG_5146.JPG'	1879CA	june	2013	C22	CAL13-1373	NA	1879CA
3	'IMG_5147.JPG'	C98414	june	2013	C22	CAL13-1374	NA	C98414
4	'IMG_5148.JPG'	NA	june	2013	C22	NA	NA	NA
5	'IMG_5150.JPG'	NA	june	2013	C22	NA	NA	NA
6	'IMG_5151.JPG'	053411	june	2013	C22	CAL13-1375	NA	053411
7	'IMG_5152.JPG'	CAL13-1376	june	2013	C22	CAL13-1376	NA	NA
8	'IMG_5153.JPG'	C96CE9	june	2013	C22	CAL13-1377	NA	C96CE9
9	'IMG_5154.JPG'	NA	june	2013	C22	NA	NA	NA
10	'IMG_5155.JPG'	4EEB52	june	2013	C22	CAL13-1378	NA	4EEB52
11	'IMG_5156.JPG'	CAL13-1379	june	2013	C22	CAL13-1379	NA	NA
12	'IMG_5157.JPG'	CAL13-1380	june	2013	C22	CAL13-1380	NA	NA
13	'IMG_5511.JPG'	4EEB94	june	2013	C22	CAL13-1536	NA	4EEB94
14	'IMG_5512.JPG'	4EDF38	june	2013	C22	CAL13-1255	NA	4EDF38
15	'IMG_5513.JPG'	C986AB	june	2013	C22	CAL13-1537	NA	C986AB
16	'IMG_5514.JPG'	C96DFF	june	2013	C22	CAL13-1538	NA	C96DFF
17	'IMG_5515.JPG'	4ED166	june	2013	C22	CAL13-1539	NA	4ED166
18	'IMG_5516.JPG'	4EE356	june	2013	C22	CAL12-0930	NA	4EE356
19	'IMG_5517.JPG'	CAL13-1540	june	2013	C22	CAL13-1540	NA	NA
20	'IMG_5518.JPG'	4EFA5B	june	2013	C22	CAL12-1196	NA	4EFA5B
21	'IMG_5519.JPG'	4EE4B2	june	2013	C22	CAL12-0936	NA	4EE4B2
22	'IMG_5520.JPG'	C98793	june	2013	C22	CAL13-1541	NA	C98793
23	'IMG_5521.JPG'	CAL13-1542	june	2013	C22	CAL13-1542	NA	NA
24	'IMG_5522.JPG'	4EEC49	june	2013	C22	CAL13-1543	NA	4EEC49
25	'IMG_5523.JPG'	4ED545	june	2013	C22	CAL13-1544	NA	4ED545
26	'IMG_5524.JPG'	053411	june	2013	C22	CAL13-1375	NA	053411
1	'IMG_5158.JPG'	4EE03B	june	2013	C23	NA	NA	4EE03B
2	'IMG_5159.JPG'	4EDE7D	june	2013	C23	CAL12-0955	NA	4EDE7D
3	'IMG_5160.JPG'	4EEC44	june	2013	C23	CAL12-0953	NA	4EEC44
4	'IMG_5161.JPG'	053354	june	2013	C23	CAL12-0961	NA	053354
5	'IMG_5162.JPG'	NA	june	2013	C23	NA	NA	NA
6	'IMG_5163.JPG'	NA	june	2013	C23	NA	NA	NA
7	'IMG_5164.JPG'	053390	june	2013	C23	CAL12-0964	NA	053390
8	'IMG_5165.JPG'	CAL13-1381	june	2013	C23	CAL13-1381	NA	NA
9	'IMG_5166.JPG'	CAL13-1382	june	2013	C23	CAL13-1382	NA	NA
10	'IMG_5167.JPG'	CAL13-1383	june	2013	C23	CAL13-1383	NA	NA
11	'IMG_5168.JPG'	053593	june	2013	C23	CAL13-1384	NA	053593
12	'IMG_5169.JPG'	C97132	june	2013	C23	CAL13-1385	NA	C97132
13	'IMG_5170.JPG'	NA	june	2013	C23	NA	NA	NA
14	'IMG_5171.JPG'	CAL13-1386	june	2013	C23	CAL13-1386	NA	NA
15	'IMG_5172.JPG'	CAL13-1387	june	2013	C23	CAL13-1387	NA	NA
16	'IMG_5174.JPG'	6D9380	june	2013	C23	CAL13-1388	NA	6D9380
17	'IMG_5175.JPG'	C97E47	june	2013	C23	CAL13-1389	NA	C97E47
18	'IMG_5176.JPG'	053924	june	2013	C23	CAL13-1390	NA	053924
19	'IMG_5177.JPG'	CAL13-1391	june	2013	C23	CAL13-1391	NA	NA
20	'IMG_5178.JPG'	C984A5	june	2013	C23	CAL13-1392	NA	C984A5
21	'IMG_5179.JPG'	4EE7EB	june	2013	C23	CAL13-1393	NA	4EE7EB
22	'IMG_5180.JPG'	6D91C8	june	2013	C23	CAL12-0960	NA	6D91C8
23	'IMG_5181.JPG'	4EE010	june	2013	C23	CAL12-0963	NA	4EE010
24	'IMG_5182.JPG'	CAL13-1394	june	2013	C23	CAL13-1394	NA	NA
25	'IMG_5183.JPG'	CAL13-1395	june	2013	C23	CAL13-1395	NA	NA
26	'IMG_5184.JPG'	053953	june	2013	C23	CAL13-1396	NA	053953
27	'IMG_5185.JPG'	CAL13-1397	june	2013	C23	CAL13-1397	NA	NA
28	'IMG_5186.JPG'	C964B7	june	2013	C23	CAL13-1398	NA	C964B7
29	'IMG_5188.JPG'	4EDE5A	june	2013	C23	CAL13-1399	NA	4EDE5A
30	'IMG_5189.JPG'	CAL13-1400	june	2013	C23	CAL13-1400	NA	NA
31	'IMG_5190.JPG'	CAL13-1401	june	2013	C23	CAL13-1401	NA	NA
32	'IMG_5191.JPG'	CAL13-1402	june	2013	C23	CAL13-1402	NA	NA
33	'IMG_5192.JPG'	CAL13-1403	june	2013	C23	CAL13-1403	NA	NA
34	'IMG_5193.JPG'	053589	june	2013	C23	CAL13-1404	NA	053589
35	'IMG_5194.JPG'	CAL13-1405	june	2013	C23	CAL13-1405	NA	NA
36	'IMG_5525.JPG'	4EEA36	june	2013	C23	CAL12-0952	NA	4EEA36
37	'IMG_5526.JPG'	4EE794	june	2013	C23	CAL13-1545	NA	4EE794
38	'IMG_5527.JPG'	CAL13-1546	june	2013	C23	CAL13-1546	NA	NA
39	'IMG_5528.JPG'	6D5997	june	2013	C23	CAL12-0949	NA	6D5997
40	'IMG_5529.JPG'	C9702E	june	2013	C23	CAL13-1547	NA	C9702E
41	'IMG_5530.JPG'	4EDE7D	june	2013	C23	CAL12-0955	NA	4EDE7D
42	'IMG_5531.JPG'	C97E47	june	2013	C23	CAL13-1389	NA	C97E47
43	'IMG_5533.JPG'	C96AE1	june	2013	C23	CAL12-0968	NA	C96AE1
44	'IMG_5534.JPG'	6D980C	june	2013	C23	CAL12-0957	NA	6D980C
45	'IMG_5535.JPG'	C96673	june	2013	C23	CAL13-1548	NA	C96673
46	'IMG_5536.JPG'	6DA1E1	june	2013	C23	CAL13-1549	NA	6DA1E1
47	'IMG_5537.JPG'	4EE9DA	june	2013	C23	CAL13-1550	NA	4EE9DA
48	'IMG_5538.JPG'	4EE087	june	2013	C23	CAL13-1551	NA	4EE087
49	'IMG_5539.JPG'	4EE950	june	2013	C23	CAL12-0966	NA	4EE950
50	'IMG_5540.JPG'	4EEB7F	june	2013	C23	CAL13-1552	NA	4EEB7F
51	'IMG_5541.JPG'	CAL13-1553	june	2013	C23	CAL13-1553	NA	NA
52	'IMG_5542.JPG'	053924	june	2013	C23	CAL14-2309	NA	053924
53	'IMG_5543.JPG'	C97132	june	2013	C23	CAL13-1385	NA	C97132
54	'IMG_5544.JPG'	CAL13-1383	june	2013	C23	CAL13-1383	NA	NA
55	'IMG_5545.JPG'	CAL13-1554	june	2013	C23	CAL13-1554	NA	NA
56	'IMG_5546.JPG'	053354	june	2013	C23	CAL12-0961	NA	053354
57	'IMG_5547.JPG'	053880	june	2013	C23	CAL13-1555	NA	053880
58	'IMG_5548.JPG'	CAL13-1382	june	2013	C23	CAL13-1382	NA	NA
59	'IMG_5549.JPG'	CAL13-1397	june	2013	C23	CAL13-1397	NA	NA
60	'IMG_5550.JPG'	053935	june	2013	C23	CAL13-1556	NA	053935
61	'IMG_5551.JPG'	053390	june	2013	C23	CAL12-0964	NA	053390
1	'IMG_5552.JPG'	C9723A	june	2013	C24	CAL13-1557	NA	C9723A
2	'IMG_5553.JPG'	C97FDA	june	2013	C24	CAL13-1558	NA	C97FDA
3	'IMG_5554.JPG'	183343	june	2013	C24	CAL13-1559	NA	183343
4	'IMG_5555.JPG'	CAL13-1401	june	2013	C24	CAL13-1401	NA	NA
5	'IMG_5556.JPG'	CAL13-1560	june	2013	C24	CAL13-1560	NA	NA
6	'IMG_5557.JPG'	CAL13-1401	june	2013	C24	CAL13-1401	NA	NA
7	'IMG_5558.JPG'	4EEC6A	june	2013	C24	CAL13-1561	NA	4EEC6A
1	'IMG_4966.JPG'	C97DA7	june	2013	C25	CAL12-0685	NA	C97DA7
2	'IMG_4967.JPG'	6D6001	june	2013	C25	CAL12-0680	NA	6D6001
3	'IMG_4968.JPG'	4EE404	june	2013	C25	CAL13-1265	NA	4EE404
4	'IMG_4969.JPG'	C96BA5	june	2013	C25	CAL13-1266	NA	C96BA5
5	'IMG_4970.JPG'	NA	june	2013	C25	NA	NA	NA
6	'IMG_4971.JPG'	C98EEF	june	2013	C25	CAL13-1267	NA	C98EEF
7	'IMG_4972.JPG'	4EED2B	june	2013	C25	CAL12-0693	NA	4EED2B
8	'IMG_4973.JPG'	053167	june	2013	C25	CAL13-1268	NA	053167
9	'IMG_4974.JPG'	4EE8BD	june	2013	C25	CAL13-1269	NA	4EE8BD
10	'IMG_4975.JPG'	CAL13-1270	june	2013	C25	CAL13-1270	NA	NA
11	'IMG_4976.JPG'	CAL13-1271	june	2013	C25	CAL13-1271	NA	NA
12	'IMG_4977.JPG'	4EDEEF	june	2013	C25	CAL13-1272	NA	4EDEEF
13	'IMG_4978.JPG'	4EE981	june	2013	C25	CAL13-1273	NA	4EE981
14	'IMG_4979.JPG'	CAL13-1274	june	2013	C25	CAL13-1274	NA	NA
15	'IMG_4980.JPG'	CAL13-1275	june	2013	C25	CAL13-1275	NA	NA
16	'IMG_4981.JPG'	053604	june	2013	C25	CAL13-1276	NA	053604
17	'IMG_4982.JPG'	CAL13-1277	june	2013	C25	CAL13-1277	NA	NA
18	'IMG_4983.JPG'	182EDF	june	2013	C25	CAL13-1278	NA	182EDF
19	'IMG_4984.JPG'	CAL13-1279	june	2013	C25	CAL13-1279	NA	NA
20	'IMG_4985.JPG'	CAL13-1280	june	2013	C25	CAL13-1280	NA	NA
21	'IMG_4986.JPG'	CAL13-1281	june	2013	C25	CAL13-1281	NA	NA
22	'IMG_4987.JPG'	CAL13-1282	june	2013	C25	CAL13-1282	NA	NA
23	'IMG_4988.JPG'	CAL13-1283	june	2013	C25	CAL13-1283	NA	NA
24	'IMG_4989.JPG'	6D8455	june	2013	C25	CAL13-1284	NA	6D8455
25	'IMG_4990.JPG'	4EDF82	june	2013	C25	CAL13-1285	NA	4EDF82
26	'IMG_4991.JPG'	4EDF49	june	2013	C25	CAL13-1286	NA	4EDF49
27	'IMG_4992.JPG'	C966DA	june	2013	C25	NA	NA	C966DA
28	'IMG_4993.JPG'	4EDFA3	june	2013	C25	CAL13-1287	NA	4EDFA3
29	'IMG_4994.JPG'	4EE4F4	june	2013	C25	CAL13-1288	NA	4EE4F4
30	'IMG_4995.JPG'	C96CFC	june	2013	C25	CAL12-1129	NA	C96CFC
31	'IMG_4997.JPG'	C97BE7	june	2013	C25	CAL12-1141	NA	C97BE7
32	'IMG_4998.JPG'	6D8907	june	2013	C25	CAL13-1289	NA	6D8907
33	'IMG_4999.JPG'	4EED42	june	2013	C25	CAL13-1290	NA	4EED42
34	'IMG_5000.JPG'	6D82CA	june	2013	C25	CAL13-1291	NA	6D82CA
35	'IMG_5001.JPG'	4EE5BF	june	2013	C25	CAL13-1292	NA	4EE5BF
36	'IMG_5002.JPG'	C973BD	june	2013	C25	CAL13-1293	NA	C973BD
37	'IMG_5003.JPG'	4EE050	june	2013	C25	CAL13-1294	NA	4EE050
38	'IMG_5004.JPG'	C97A47	june	2013	C25	CAL13-1295	NA	C97A47
39	'IMG_5005.JPG'	4EE927	june	2013	C25	CAL12-0652	NA	4EE927
40	'IMG_5006.JPG'	4EEC85	june	2013	C25	CAL12-1135	NA	4EEC85
41	'IMG_5007.JPG'	CAL13-1296	june	2013	C25	CAL13-1296	NA	NA
42	'IMG_5008.JPG'	4EE4CC	june	2013	C25	CAL13-1297	NA	4EE4CC
43	'IMG_5009.JPG'	C97FBF	june	2013	C25	CAL13-1298	NA	C97FBF
44	'IMG_5010.JPG'	C97D9E	june	2013	C25	CAL13-1299	NA	C97D9E
45	'IMG_5011.JPG'	C97820	june	2013	C25	CAL12-1137	NA	C97820
46	'IMG_5012.JPG'	4EE899	june	2013	C25	NA	NA	4EE899
47	'IMG_5013.JPG'	C98E8C	june	2013	C25	CAL13-1300	NA	C98E8C
48	'IMG_5014.JPG'	C97BF2	june	2013	C25	CAL13-1301	NA	C97BF2
49	'IMG_5015.JPG'	4EE145	june	2013	C25	CAL12-0745	NA	4EE145
50	'IMG_5016.JPG'	C98175	june	2013	C25	CAL13-1302	NA	C98175
51	'IMG_5017.JPG'	4EDF63	june	2013	C25	CAL12-0662	NA	4EDF63
52	'IMG_5018.JPG'	C9632B	june	2013	C25	CAL13-1303	NA	C9632B
53	'IMG_5019.JPG'	C97FEA	june	2013	C25	CAL12-0677	NA	C97FEA
54	'IMG_5020.JPG'	4EE3A1	june	2013	C25	CAL13-1304	NA	4EE3A1
55	'IMG_5021.JPG'	CAL13-1305	june	2013	C25	CAL13-1305	NA	NA
56	'IMG_5022.JPG'	CAL13-1306	june	2013	C25	CAL13-1306	NA	NA
57	'IMG_5023.JPG'	C97FC8	june	2013	C25	CAL13-1307	NA	C97FC8
58	'IMG_5024.JPG'	NA	june	2013	C25	NA	NA	NA
59	'IMG_5025.JPG'	C96395	june	2013	C25	CAL12-0742	NA	C96395
60	'IMG_5026.JPG'	4EE81C	june	2013	C25	CAL13-1308	NA	4EE81C
61	'IMG_5027.JPG'	4EDD01	june	2013	C25	CAL13-1309	NA	4EDD01
62	'IMG_5028.JPG'	C975F1	june	2013	C25	CAL12-0744	NA	C975F1
63	'IMG_5029.JPG'	6D9479	june	2013	C25	CAL12-1143	NA	6D9479
64	'IMG_5030.JPG'	6D9997	june	2013	C25	CAL12-0689	NA	6D9997
65	'IMG_5031.JPG'	6D7EEC	june	2013	C25	CAL12-0737	NA	6D7EEC
66	'IMG_5032.JPG'	C96E1B	june	2013	C25	CAL12-1145	NA	C96E1B
67	'IMG_5033.JPG'	4EE82D	june	2013	C25	CAL12-0734	NA	4EE82D
68	'IMG_5034.JPG'	CAL13-1310	june	2013	C25	4EE623	NA	NA
69	'IMG_5035.JPG'	CAL13-1311	june	2013	C25	NA	NA	NA
70	'IMG_5036.JPG'	C97FD9	june	2013	C25	CAL13-1312	NA	C97FD9
71	'IMG_5037.JPG'	C98393	june	2013	C25	CAL13-1313	NA	C98393
72	'IMG_5038.JPG'	C9782E	june	2013	C25	CAL13-1314	NA	C9782E
73	'IMG_5039.JPG'	4EE3EA	june	2013	C25	CAL12-1121	NA	4EE3EA
74	'IMG_5040.JPG'	6D6A9F	june	2013	C25	CAL12-0710	NA	6D6A9F
75	'IMG_5041.JPG'	C97D11	june	2013	C25	CAL12-0720	NA	C97D11
76	'IMG_5044.JPG'	4EE358	june	2013	C25	CAL12-0697	NA	4EE358
77	'IMG_5045.JPG'	CAL13-1315	june	2013	C25	CAL13-1315	NA	NA
78	'IMG_5046.JPG'	6D7233	june	2013	C25	CAL12-1130	NA	6D7233
79	'IMG_5047.JPG'	698F7A	june	2013	C25	CAL13-1316	NA	698F7A
80	'IMG_5049.JPG'	C970B3	june	2013	C25	CAL12-0687	NA	C970B3
81	'IMG_5050.JPG'	4EE01F	june	2013	C25	CAL13-1317	NA	4EE01F
82	'IMG_5051.JPG'	C9627F	june	2013	C25	CAL12-0690	NA	C9627F
83	'IMG_5052.JPG'	4EE02F	june	2013	C25	CAL13-1318	NA	4EE02F
84	'IMG_5053.JPG'	C97AD4	june	2013	C25	CAL12-1110	NA	C97AD4
85	'IMG_5055.JPG'	4EDED5	june	2013	C25	CAL12-1149	NA	4EDED5
86	'IMG_5056.JPG'	4EE925	june	2013	C25	CAL12-1155	NA	4EE925
87	'IMG_5058.JPG'	4EDF70	june	2013	C25	CAL13-1319	NA	4EDF70
88	'IMG_5059.JPG'	C96F1E	june	2013	C25	CAL12-1126	NA	C96F1E
89	'IMG_5060.JPG'	C96545	june	2013	C25	CAL12-0675	NA	C96545
90	'IMG_5063.JPG'	C96F9C	june	2013	C25	CAL13-1320	NA	C96F9C
91	'IMG_5064.JPG'	4EE0E2	june	2013	C25	CAL13-1321	NA	4EE0E2
92	'IMG_5065.JPG'	CAL13-1322	june	2013	C25	CAL13-1322	NA	NA
93	'IMG_5066.JPG'	CAL13-1328	june	2013	C25	CAL13-1328	NA	NA
94	'IMG_5067.JPG'	CAL13-1331	june	2013	C25	CAL13-1331	NA	NA
95	'IMG_5068.JPG'	CAL13-1332	june	2013	C25	CAL13-1332	NA	NA
96	'IMG_5297.JPG'	4EDDA4	june	2013	C25	CAL12-0672	NA	4EDDA4
97	'IMG_5298.JPG'	6DABDE	june	2013	C25	CAL12-1122	NA	6DABDE
98	'IMG_5299.JPG'	C98DEC	june	2013	C25	CAL12-0688	NA	C98DEC
99	'IMG_5300.JPG'	4EE981	june	2013	C25	CAL13-1273	NA	4EE981
100	'IMG_5301.JPG'	4EE408	june	2013	C25	CAL12-1118	NA	4EE408
101	'IMG_5302.JPG'	C975F1	june	2013	C25	CAL12-0744	NA	C975F1
102	'IMG_5303.JPG'	CAL13-1446	june	2013	C25	CAL13-1446	NA	NA
103	'IMG_5304.JPG'	CAL13-1268	june	2013	C25	CAL13-1268	NA	NA
104	'IMG_5305.JPG'	CAL13-1447	june	2013	C25	CAL13-1447	NA	NA
105	'IMG_5306.JPG'	053368	june	2013	C25	CAL13-1448	NA	053368
106	'IMG_5307.JPG'	CAL13-1449	june	2013	C25	CAL13-1449	NA	NA
107	'IMG_5308.JPG'	C964B8	june	2013	C25	CAL13-1450	NA	C964B8
108	'IMG_5309.JPG'	C97953	june	2013	C25	CAL13-1451	NA	C97953
109	'IMG_5310.JPG'	C98282	june	2013	C25	CAL12-1148	NA	C98282
110	'IMG_5311.JPG'	4EE23D	june	2013	C25	CAL13-1452	NA	4EE23D
111	'IMG_5312.JPG'	C98494	june	2013	C25	CAL12-0692	NA	C98494
112	'IMG_5313.JPG'	C982FC	june	2013	C25	CAL12-0696	NA	C982FC
113	'IMG_5314.JPG'	CAL13-1275	june	2013	C25	CAL13-1275	NA	NA
114	'IMG_5315.JPG'	4EDEEA	june	2013	C25	CAL12-1108	NA	4EDEEA
115	'IMG_5316.JPG'	4EE73E	june	2013	C25	CAL12-0686	NA	4EE73E
116	'IMG_5318.JPG'	C9881A	june	2013	C25	CAL13-1453	NA	C9881A
117	'IMG_5319.JPG'	CAL13-1454	june	2013	C25	CAL13-1454	NA	NA
