number	filename	ID	season	year	cave	label	nonatec	tag
2	'IMG_5402.jpg'	052895	june	2016	C10	NA	NA	052895
3	'IMG_5403.jpg'	C98D32	june	2016	C10	NA	NA	C98D32
4	'IMG_5404.jpg'	655118	june	2016	C10	NA	NA	655118
5	'IMG_5405.jpg'	655415	june	2016	C10	CAL16-2785	NA	655415
6	'IMG_5406.jpg'	4EE8E0	june	2016	C10	NA	NA	4EE8E0
7	'IMG_5407.jpg'	C97FDC	june	2016	C10	NA	NA	C97FDC
8	'IMG_5408.jpg'	4EEC24	june	2016	C10	NA	NA	4EEC24
9	'IMG_5409.jpg'	655434	june	2016	C10	NA	NA	655434
10	'IMG_5410.jpg'	655475	june	2016	C10	NA	NA	655475
11	'IMG_5411.jpg'	655341	june	2016	C10	CAL16-2786	NA	655341
12	'IMG_9309.JPG'	C96665	june	2016	C10	NA	NA	C96665
13	'IMG_9310.JPG'	4EDF32	june	2016	C10	NA	NA	4EDF32
14	'IMG_9311.JPG'	4EFA28	june	2016	C10	NA	NA	4EFA28
15	'IMG_9312.JPG'	053188	june	2016	C10	NA	NA	053188
1	'IMG_5385.jpg'	052873	june	2016	C11	NA	NA	052873
2	'IMG_5386.jpg'	655491	june	2016	C11	CAL16-2780	NA	655491
3	'IMG_5387.jpg'	1877A0	june	2016	C11	NA	NA	1877A0
4	'IMG_5388.jpg'	052720	june	2016	C11	CAL16-2781	NA	052720
5	'IMG_5390.jpg'	655100	june	2016	C11	NA	NA	655100
6	'IMG_5391.jpg'	655351	june	2016	C11	NA	NA	655351
7	'IMG_5392.jpg'	052928	june	2016	C11	CAL16-2782	NA	052928
8	'IMG_5393.jpg'	2428800	june	2016	C11	CAL16-2783	2428800	NA
9	'IMG_5394.jpg'	4EEB4B	june	2016	C11	NA	NA	4EEB4B
10	'IMG_5395.jpg'	C98B3B	june	2016	C11	NA	NA	C98B3B
11	'IMG_5396.jpg'	655385	june	2016	C11	CAL16-2784	NA	655385
12	'IMG_9339.JPG'	655289	june	2016	C11	NA	NA	655289
13	'IMG_9340.JPG'	655229	june	2016	C11	NA	NA	655229
14	'IMG_9341.JPG'	052840	june	2016	C11	NA	NA	052840
15	'IMG_9342.JPG'	158509	june	2016	C11	NA	1275648	158509
16	'IMG_9343.JPG'	1144832	june	2016	C11	CAL16-2902	1144832	NA
17	'IMG_9344.JPG'	C98F83	june	2016	C11	NA	NA	C98F83
18	'IMG_9345.JPG'	4EE36E	june	2016	C11	NA	NA	4EE36E
19	'IMG_9346.JPG'	158502	june	2016	C11	CAL16-2903	NA	158502
1	'IMG_5385.jpg'	052873	june	2016	C11	NA	NA	052873
2	'IMG_5386.jpg'	655491	june	2016	C11	CAL16-2780	NA	655491
3	'IMG_5387.jpg'	1877A0	june	2016	C11	NA	NA	1877A0
4	'IMG_5388.jpg'	052720	june	2016	C11	CAL16-2781	NA	052720
5	'IMG_5390.jpg'	655100	june	2016	C11	NA	NA	655100
6	'IMG_5391.jpg'	655351	june	2016	C11	NA	NA	655351
7	'IMG_5392.jpg'	052928	june	2016	C11	CAL16-2782	NA	052928
8	'IMG_5393.jpg'	2428800	june	2016	C11	CAL16-2783	2428800	NA
9	'IMG_5394.jpg'	4EEB4B	june	2016	C11	NA	NA	4EEB4B
10	'IMG_5395.jpg'	C98B3B	june	2016	C11	NA	NA	C98B3B
11	'IMG_5396.jpg'	655385	june	2016	C11	CAL16-2784	NA	655385
12	'IMG_9339.JPG'	655289	june	2016	C11	NA	NA	655289
13	'IMG_9340.JPG'	655229	june	2016	C11	NA	NA	655229
14	'IMG_9341.JPG'	052840	june	2016	C11	NA	NA	052840
15	'IMG_9342.JPG'	158509	june	2016	C11	NA	1275648	158509
16	'IMG_9343.JPG'	1144832	june	2016	C11	CAL16-2902	1144832	NA
17	'IMG_9344.JPG'	C98F83	june	2016	C11	NA	NA	C98F83
18	'IMG_9345.JPG'	4EE36E	june	2016	C11	NA	NA	4EE36E
19	'IMG_9346.JPG'	158502	june	2016	C11	CAL16-2903	NA	158502
1	'IMG_5412.jpg'	4EE2DC	june	2016	C12	NA	NA	4EE2DC
2	'IMG_5413.jpg'	655456	june	2016	C12	NA	NA	655456
3	'IMG_5414.jpg'	655262	june	2016	C12	NA	NA	655262
4	'IMG_5415.jpg'	4EDF34	june	2016	C12	NA	NA	4EDF34
5	'IMG_5416.jpg'	053365	june	2016	C12	NA	NA	053365
6	'IMG_5417.jpg'	655123	june	2016	C12	NA	NA	655123
7	'IMG_5418.jpg'	655442	june	2016	C12	NA	NA	655442
8	'IMG_5420.jpg'	C98ED6	june	2016	C12	NA	NA	C98ED6
9	'IMG_5421.jpg'	4EEA71	june	2016	C12	NA	NA	4EEA71
10	'IMG_5422.jpg'	4EE9E0	june	2016	C12	NA	NA	4EE9E0
11	'IMG_5423.jpg'	655347	june	2016	C12	CAL16-2787	NA	655347
12	'IMG_5424.jpg'	655387	june	2016	C12	CAL16-2788	NA	655387
13	'IMG_5426.jpg'	655354	june	2016	C12	CAL16-2790	NA	655354
14	'IMG_5427.jpg'	187D27	june	2016	C12	NA	NA	187D27
15	'IMG_5428.jpg'	4EE95D	june	2016	C12	NA	NA	4EE95D
1	'IMG_9406.JPG'	182CDC	june	2016	C17	NA	NA	182CDC
2	'IMG_9407.JPG'	158566	june	2016	C17	CAL16-2921	NA	158566
1	'IMG_5645.jpg'	C96337	june	2016	C17b	NA	NA	C96337
2	'IMG_5646.jpg'	C9602D	june	2016	C17b	NA	NA	C9602D
3	'IMG_5647.jpg'	655343	june	2016	C17b	CAL16-2851	NA	655343
4	'IMG_5648.jpg'	655390	june	2016	C17b	NA	NA	655390
5	'IMG_5649.jpg'	4EE25B	june	2016	C17b	NA	NA	4EE25B
6	'IMG_5653.jpg'	5553536	june	2016	C17b	CAL16-2852	5553536	NA
7	'IMG_9402.JPG'	C96456	june	2016	C17b	NA	NA	C96456
8	'IMG_9403.JPG'	053592	june	2016	C17b	NA	NA	053592
9	'IMG_9404.JPG'	158525	june	2016	C17b	CAL16-2920	NA	158525
10	'IMG_9405.JPG'	655167	june	2016	C17b	NA	NA	655167
1	'IMG_5657.jpg'	C9724D	june	2016	C18	NA	NA	C9724D
2	'IMG_5659.jpg'	655327	june	2016	C18	CAL16-2853	NA	655327
3	'IMG_5660.jpg'	C98A5F	june	2016	C18	NA	NA	C98A5F
4	'IMG_5661.jpg'	183FF9	june	2016	C18	NA	NA	183FF9
5	'IMG_9408.JPG'	6D87CD	june	2016	C18	NA	NA	6D87CD
6	'IMG_9409.JPG'	C98EED	june	2016	C18	NA	NA	C98EED
7	'IMG_9410.JPG'	158523	june	2016	C18	NA	0839040	158523
8	'IMG_9411.JPG'	158533	june	2016	C18	CAL16-2922	NA	158533
9	'IMG_9412.JPG'	4EEC70	june	2016	C18	NA	NA	4EEC70
10	'IMG_9413.JPG'	1875FA	june	2016	C18	NA	NA	1875FA
11	'IMG_9414.JPG'	4EE22E	june	2016	C18	NA	NA	4EE22E
12	'IMG_9415.JPG'	183B69	june	2016	C18	NA	NA	183B69
13	'IMG_9416.JPG'	655189	june	2016	C18	NA	NA	655189
14	'IMG_9418.JPG'	1858E5	june	2016	C18	NA	NA	1858E5
15	'IMG_9419.JPG'	4EDE3F	june	2016	C18	NA	NA	4EDE3F
16	'IMG_9420.JPG'	C98617	june	2016	C18	NA	NA	C98617
17	'IMG_9421.JPG'	4EE40D	june	2016	C18	NA	NA	4EE40D
18	'IMG_9422.JPG'	4EE60F	june	2016	C18	NA	NA	4EE60F
19	'IMG_9423.JPG'	158526	june	2016	C18	CAL16-293	NA	158526
20	'IMG_9424.JPG'	4EECE1	june	2016	C18	NA	NA	4EECE1
1	'IMG_5630.jpg'	655221	june	2016	C19	NA	NA	655221
2	'IMG_5631.jpg'	6D835A	june	2016	C19	NA	NA	6D835A
3	'IMG_5632.jpg'	655375	june	2016	C19	CAL16-2848	NA	655375
4	'IMG_5634.jpg'	4EDF2F	june	2016	C19	NA	NA	4EDF2F
5	'IMG_5638.jpg'	C96A00	june	2016	C19	NA	NA	C96A00
6	'IMG_5639.jpg'	655075	june	2016	C19	NA	NA	655075
7	'IMG_5640.jpg'	053938	june	2016	C19	NA	NA	053938
8	'IMG_5641.jpg'	C96D03	june	2016	C19	NA	NA	C96D03
9	'IMG_5642.jpg'	7808769	june	2016	C19	CAL16-2849	7808769	NA
10	'IMG_5643.jpg'	655396	june	2016	C19	CAL16-2850	NA	655396
11	'IMG_9396.JPG'	3943040	june	2016	C19	CAL16-2917	3943040	NA
12	'IMG_9397.JPG'	1295104	june	2016	C19	CAL16-2918	1295104	NA
13	'IMG_9398.JPG'	8351232	june	2016	C19	NA	8351232	NA
14	'IMG_9399.JPG'	158519	june	2016	C19	NA	0922112	158519
15	'IMG_9400.JPG'	158562	june	2016	C19	CAL16-2919	NA	158562
16	'IMG_9401.JPG'	655307	june	2016	C19	NA	5491968	655307
1	'IMG_5625.jpg'	4EE102	june	2016	C20	NA	NA	4EE102
2	'IMG_5626.jpg'	053866	june	2016	C20	NA	NA	053866
3	'IMG_5627.jpg'	655353	june	2016	C20	NA	4222720	655353
4	'IMG_5628.jpg'	655477	june	2016	C20	CAL16-2847	NA	655477
5	'IMG_5629.jpg'	C986FF	june	2016	C20	NA	NA	C986FF
6	'IMG_9391.JPG'	655124	june	2016	C20	NA	NA	655124
7	'IMG_9392.JPG'	655495	june	2016	C20	NA	NA	655495
8	'IMG_9393.JPG'	4093696	june	2016	C20	NA	4093696	NA
9	'IMG_9394.JPG'	6151040	june	2016	C20	NA	6151040	NA
10	'IMG_9395.JPG'	187D21	june	2016	C20	NA	NA	187D21
1	'IMG_5565.jpg'	655225	june	2016	C21	NA	NA	655225
2	'IMG_5566.jpg'	C97F4A	june	2016	C21	NA	NA	C97F4A
3	'IMG_5567.jpg'	655218	june	2016	C21	NA	NA	655218
4	'IMG_5568.jpg'	053873	june	2016	C21	NA	NA	053873
5	'IMG_5569.jpg'	C988DF	june	2016	C21	NA	NA	C988DF
6	'IMG_5570.jpg'	655258	june	2016	C21	CAL16-2834	NA	655258
7	'IMG_5571.jpg'	6D64C8	june	2016	C21	NA	NA	6D64C8
8	'IMG_5572.jpg'	655362	june	2016	C21	NA	0884992	655362
9	'IMG_5573.jpg'	655119	june	2016	C21	NA	NA	655119
10	'IMG_5574.jpg'	655313	june	2016	C21	NA	2773504	655313
11	'IMG_5575.jpg'	655339	june	2016	C21	NA	6414592	655339
1	'IMG_5579.jpg'	655345	june	2016	C22	CAL16-2835	NA	655345
2	'IMG_5580.jpg'	655367	june	2016	C22	CAL16-2836	NA	655367
3	'IMG_5581.jpg'	655445	june	2016	C22	CAL16-2837	NA	655445
4	'IMG_5585.jpg'	655259	june	2016	C22	CAL16-2838	NA	655259
5	'IMG_5586.jpg'	655332	june	2016	C22	CAL16-2839	NA	655332
6	'IMG_5587.jpg'	655431	june	2016	C22	CAL16-2840	NA	655431
7	'IMG_9379.JPG'	2232576	june	2016	C22	CAL16-2909	2232576	NA
8	'IMG_9381.JPG'	0735616	june	2016	C22	CAL16-2910	0735616	NA
9	'IMG_9382.JPG'	1052416	june	2016	C22	CAL16-2911	1052416	NA
10	'IMG_9383.JPG'	158557	june	2016	C22	CAL16-2912	NA	158557
11	'IMG_9384.JPG'	C978B6	june	2016	C22	NA	NA	C978B6
12	'IMG_9385.JPG'	6104192	june	2016	C22	CAL16-2913	6104192	NA
13	'IMG_9386.JPG'	2925696	june	2016	C22	CAL16-2914	2925696	NA
1	'IMG_5601.jpg'	C98783	june	2016	C23	NA	NA	C98783
2	'IMG_5605.jpg'	053374	june	2016	C23	NA	NA	053374
3	'IMG_5606.jpg'	C9702E	june	2016	C23	NA	NA	C9702E
4	'IMG_5607.jpg'	053899	june	2016	C23	NA	NA	053899
5	'IMG_5608.jpg'	053390	june	2016	C23	NA	NA	053390
6	'IMG_5609.jpg'	655183	june	2016	C23	NA	NA	655183
7	'IMG_5610.jpg'	18440F	june	2016	C23	NA	NA	18440F
8	'IMG_5611.jpg'	053354	june	2016	C23	NA	NA	053354
9	'IMG_5612.jpg'	4EE010	june	2016	C23	NA	NA	4EE010
10	'IMG_5613.jpg'	053880	june	2016	C23	NA	NA	053880
11	'IMG_5614.jpg'	6DA1E1	june	2016	C23	NA	NA	6DA1E1
12	'IMG_5615.jpg'	053924	june	2016	C23	NA	NA	053924
13	'IMG_5616.jpg'	655013	june	2016	C23	NA	NA	655013
14	'IMG_5617.jpg'	655337	june	2016	C23	CAL16-2845	NA	655337
15	'IMG_5618.jpg'	655424	june	2016	C23	NA	NA	655424
16	'IMG_5619.jpg'	655429	june	2016	C23	CAL16-2846	NA	655429
17	'IMG_5620.jpg'	4EEB7F	june	2016	C23	NA	NA	4EEB7F
18	'IMG_5621.jpg'	053919	june	2016	C23	NA	NA	053919
19	'IMG_9388.JPG'	3793664	june	2016	C23	CAL16-2916	3793664	NA
20	'IMG_9389.JPG'	4EDE7D	june	2016	C23	NA	NA	4EDE7D
21	'IMG_9390.JPG'	655209	june	2016	C23	NA	NA	655209
1	'IMG_5588.jpg'	4EE668	june	2016	C24	NA	NA	4EE668
2	'IMG_5589.jpg'	655251	june	2016	C24	CAL16-2841	NA	655251
3	'IMG_5590.jpg'	655296	june	2016	C24	NA	NA	655296
4	'IMG_5591.jpg'	655207	june	2016	C24	NA	NA	655207
5	'IMG_5592.jpg'	4EEC19	june	2016	C24	NA	NA	4EEC19
6	'IMG_5593.jpg'	C97682	june	2016	C24	NA	NA	C97682
7	'IMG_5594.jpg'	6D87B7	june	2016	C24	NA	NA	6D87B7
8	'IMG_5595.jpg'	1667200	june	2016	C24	CAL16-2842	1667200	NA
9	'IMG_5596.jpg'	185820	june	2016	C24	NA	NA	185820
10	'IMG_5597.jpg'	655059	june	2016	C24	NA	NA	655059
11	'IMG_5598.jpg'	655105	june	2016	C24	NA	NA	655105
12	'IMG_5599.jpg'	3230464	june	2016	C24	CAL16-2843	3230464	NA
13	'IMG_5600.jpg'	655374	june	2016	C24	CAL16-2844	NA	655374
14	'IMG_9387.JPG'	158547	june	2016	C24	CAL16-2915	NA	158547
1	'IMG_5505.jpg'	053908	june	2016	C25	NA	NA	053908
2	'IMG_5506.jpg'	655317	june	2016	C25	NA	NA	655317
3	'IMG_5507.jpg'	655352	june	2016	C25	CAL16-2817	NA	655352
4	'IMG_5508.jpg'	655290	june	2016	C25	NA	NA	655290
5	'IMG_5509.jpg'	655481	june	2016	C25	CAL16-2818	NA	655481
6	'IMG_5510.jpg'	053343	june	2016	C25	NA	NA	053343
7	'IMG_5511.jpg'	655073	june	2016	C25	NA	NA	655073
8	'IMG_5512.jpg'	655489	june	2016	C25	NA	NA	655489
9	'IMG_5513.jpg'	655433	june	2016	C25	CAL16-2819	NA	655433
10	'IMG_5514.jpg'	4EE384	june	2016	C25	NA	NA	4EE384
11	'IMG_5515.jpg'	052745	june	2016	C25	NA	NA	052745
12	'IMG_5516.jpg'	655201	june	2016	C25	NA	NA	655201
13	'IMG_5517.jpg'	6DA4EB	june	2016	C25	NA	NA	6DA4EB
14	'IMG_5518.jpg'	655386	june	2016	C25	CAL16-2820	NA	655386
15	'IMG_5519.jpg'	655412	june	2016	C25	CAL16-2821	NA	655412
16	'IMG_5520.jpg'	6393216	june	2016	C25	CAL16-2822	6393216	NA
17	'IMG_5521.jpg'	655168	june	2016	C25	NA	NA	655168
18	'IMG_5522.jpg'	655484	june	2016	C25	NA	NA	655484
19	'IMG_5523.jpg'	655301	june	2016	C25	CAL16-2823	NA	655301
20	'IMG_5524.jpg'	4EE29A	june	2016	C25	NA	NA	4EE29A
21	'IMG_5525.jpg'	C97BF2	june	2016	C25	NA	NA	C97BF2
22	'IMG_5527.jpg'	655277	june	2016	C25	CAL16-2824	NA	655277
23	'IMG_5528.jpg'	655476	june	2016	C25	NA	NA	655476
24	'IMG_5529.jpg'	655334	june	2016	C25	NA	NA	655334
25	'IMG_5530.jpg'	053901	june	2016	C25	NA	NA	053901
26	'IMG_5531.jpg'	655266	june	2016	C25	CAL16-2825	NA	655266
27	'IMG_5532.jpg'	CAL16-2826	june	2016	C25	CAL16-2826	NA	NA
28	'IMG_5533.jpg'	655324	june	2016	C25	NA	5954816	655324
29	'IMG_5534.jpg'	655325	june	2016	C25	NA	0717056	655325
30	'IMG_5535.jpg'	9647872	june	2016	C25	NA	9647872	NA
31	'IMG_5536.jpg'	7834496	june	2016	C25	CAL16-2827	NA	7834496
32	'IMG_5537.jpg'	5749760	june	2016	C25	CAL16-2828	NA	5749760
33	'IMG_5539.jpg'	655346	june	2016	C25	NA	8975232	655346
34	'IMG_5540.jpg'	655291	june	2016	C25	CAL16-2829	NA	655291
35	'IMG_5541.jpg'	4EE5A0	june	2016	C25	NA	NA	4EE5A0
36	'IMG_5542.jpg'	053361	june	2016	C25	NA	NA	053361
37	'IMG_5543.jpg'	185277	june	2016	C25	NA	NA	185277
38	'IMG_5544.jpg'	655066	june	2016	C25	NA	NA	655066
39	'IMG_5545.jpg'	4EE18D	june	2016	C25	NA	NA	4EE18D
40	'IMG_5546.jpg'	052694	june	2016	C25	NA	NA	052694
41	'IMG_5547.jpg'	4EE82D	june	2016	C25	NA	NA	4EE82D
42	'IMG_5548.jpg'	C96E1B	june	2016	C25	NA	NA	C96E1B
43	'IMG_5549.jpg'	183140	june	2016	C25	NA	NA	183140
44	'IMG_5550.jpg'	C9782A	june	2016	C25	NA	NA	C9782A
45	'IMG_5551.jpg'	053902	june	2016	C25	NA	NA	053902
46	'IMG_5552.jpg'	655419	june	2016	C25	CAL16-2830	NA	655419
47	'IMG_5553.jpg'	053934	june	2016	C25	NA	NA	053934
48	'IMG_5554.jpg'	C97820	june	2016	C25	NA	NA	C97820
49	'IMG_5555.jpg'	C9627F	june	2016	C25	NA	NA	C9627F
50	'IMG_5556.jpg'	C96A6B	june	2016	C25	NA	NA	C96A6B
51	'IMG_5557.jpg'	6D8455	june	2016	C25	NA	NA	6D8455
52	'IMG_5558.jpg'	655250	june	2016	C25	CAL16-2831	NA	655250
53	'IMG_5559.jpg'	655164	june	2016	C25	NA	NA	655164
54	'IMG_5560.jpg'	052741	june	2016	C25	NA	NA	052741
55	'IMG_5561.jpg'	C988E6	june	2016	C25	NA	NA	C988E6
56	'IMG_5562.jpg'	655355	june	2016	C25	CAL16-2832	NA	655355
57	'IMG_5563.jpg'	4EDEEA	june	2016	C25	NA	NA	4EDEEA
58	'IMG_5564.jpg'	655450	june	2016	C25	CAL16-2832	NA	655450
59	'IMG_9218.JPG'	053896	june	2016	C25	NA	NA	053896
60	'IMG_9220.JPG'	655280	june	2016	C25	NA	NA	655280
61	'IMG_9222.JPG'	4EE434	june	2016	C25	NA	NA	4EE434
62	'IMG_9223.JPG'	655106	june	2016	C25	NA	NA	655106
63	'IMG_9224.JPG'	C98880	june	2016	C25	NA	NA	C98880
64	'IMG_9225.JPG'	4EE2A2	june	2016	C25	NA	NA	4EE2A2
65	'IMG_9226.JPG'	158530	june	2016	C25	CAL16-2871	NA	158530
66	'IMG_9227.JPG'	655036	june	2016	C25	NA	NA	655036
67	'IMG_9228.JPG'	655449	june	2016	C25	NA	NA	655449
68	'IMG_9229.JPG'	C9860A	june	2016	C25	NA	NA	C9860A
69	'IMG_9230.JPG'	655255	june	2016	C25	NA	NA	655255
70	'IMG_9231.JPG'	655121	june	2016	C25	NA	NA	655121
71	'IMG_9232.JPG'	052736	june	2016	C25	NA	NA	052736
72	'IMG_9233.JPG'	158521	june	2016	C25	NA	3072256	158521
73	'IMG_9234.JPG'	158510	june	2016	C25	CAL16-2872	NA	158510
74	'IMG_9235.JPG'	655057	june	2016	C25	NA	NA	655057
75	'IMG_9236.JPG'	6DABDE	june	2016	C25	NA	NA	6DABDE
76	'IMG_9237.JPG'	7759960	june	2016	C25	CAL16-2873	7759960	NA
77	'IMG_9238.JPG'	053909	june	2016	C25	NA	NA	053909
78	'IMG_9239.JPG'	7412864	june	2016	C25	CAL16-2874	NA	7412864
79	'IMG_9240.JPG'	2634752	june	2016	C25	CAL16-2875	NA	2634752
80	'IMG_9241.JPG'	2194944	june	2016	C25	CAL16-2876	NA	2194944
81	'IMG_9242.JPG'	9770240	june	2016	C25	CAL16-2877	NA	9770240
82	'IMG_9243.JPG'	2830080	june	2016	C25	CAL16-2878	NA	2830080
83	'IMG_9244.JPG'	6844544	june	2016	C25	CAL16-2879	NA	6844544
84	'IMG_9245.JPG'	C9639A	june	2016	C25	NA	NA	C9639A
85	'IMG_9246.JPG'	4EDF00	june	2016	C25	NA	NA	4EDF00
86	'IMG_9247.JPG'	158599	june	2016	C25	CAL16-2880	NA	158599
87	'IMG_9248.JPG'	158539	june	2016	C25	CAL16-2881	NA	158539
88	'IMG_9249.JPG'	C9680B	june	2016	C25	NA	NA	C9680B
89	'IMG_9250.JPG'	655170	june	2016	C25	NA	NA	655170
90	'IMG_9251.JPG'	C98DEC	june	2016	C25	NA	NA	C98DEC
91	'IMG_9252.JPG'	C96971	june	2016	C25	NA	NA	C96971
92	'IMG_9253.JPG'	655460	june	2016	C25	NA	NA	655460
93	'IMG_9254.JPG'	158595	june	2016	C25	CAL16-2882	NA	158595
94	'IMG_9255.JPG'	158558	june	2016	C25	CAL16-2883	NA	158558
95	'IMG_9256.JPG'	158517	june	2016	C25	NA	6524416	158517
96	'IMG_9257.JPG'	C98E8C	june	2016	C25	NA	NA	C98E8C
97	'IMG_9259.JPG'	158545	june	2016	C25	CAL16-2884	NA	158545
98	'IMG_9260.JPG'	C963F9	june	2016	C25	NA	NA	C963F9
99	'IMG_9261.JPG'	4EEC4C	june	2016	C25	NA	NA	4EEC4C
100	'IMG_9262.JPG'	053863	june	2016	C25	NA	NA	053863
101	'IMG_9264.JPG'	4EE29D	june	2016	C25	NA	NA	4EE29D
102	'IMG_9265.JPG'	2615296	june	2016	C25	CAL16-2885	2615296	NA
103	'IMG_9266.JPG'	053597	june	2016	C25	NA	NA	053597
104	'IMG_9267.JPG'	158513	june	2016	C25	CAL16-2886	NA	158513
105	'IMG_9268.JPG'	053393	june	2016	C25	NA	NA	053393
106	'IMG_9269.JPG'	4EE04F	june	2016	C25	NA	NA	4EE04F
107	'IMG_9270.JPG'	052759	june	2016	C25	NA	NA	052759
108	'IMG_9271.JPG'	C98164	june	2016	C25	NA	NA	C98164
109	'IMG_9273.JPG'	655281	june	2016	C25	CAL16-2887	NA	655281
110	'IMG_9274.JPG'	6D6E9F	june	2016	C25	NA	NA	6D6E9F
111	'IMG_9275.JPG'	4EDED5	june	2016	C25	NA	NA	4EDED5
112	'IMG_9276.JPG'	655465	june	2016	C25	NA	NA	655465
113	'IMG_9277.JPG'	052715	june	2016	C25	NA	NA	052715
114	'IMG_9278.JPG'	4EE066	june	2016	C25	NA	NA	4EE066
115	'IMG_9279.JPG'	4EE203	june	2016	C25	NA	NA	4EE203
116	'IMG_9280.JPG'	C96F1E	june	2016	C25	NA	NA	C96F1E
117	'IMG_9282.JPG'	655169	june	2016	C25	NA	NA	655169
118	'IMG_9283.JPG'	655133	june	2016	C25	NA	NA	655133
119	'IMG_9284.JPG'	4EE050	june	2016	C25	NA	NA	4EE050
120	'IMG_9285.JPG'	4EE4CC	june	2016	C25	NA	NA	4EE4CC
121	'IMG_9286.JPG'	158573	june	2016	C25	CAL16-2888	NA	158573
122	'IMG_9287.JPG'	158554	june	2016	C25	CAL16-2889	NA	158554
123	'IMG_9288.JPG'	6D9EEC	june	2016	C25	NA	NA	6D9EEC
124	'IMG_9289.JPG'	052709	june	2016	C25	NA	NA	052709
125	'IMG_9290.JPG'	053907	june	2016	C25	NA	NA	053907
126	'IMG_9291.JPG'	4EE623	june	2016	C25	NA	NA	4EE623
127	'IMG_9292.JPG'	655462	june	2016	C25	CAL16-2890	NA	655462
128	'IMG_9293.JPG'	053881	june	2016	C25	NA	NA	053881
129	'IMG_9294.JPG'	C97A4C	june	2016	C25	NA	NA	C97A4C
130	'IMG_9295.JPG'	158506	june	2016	C25	NA	2868096	158506
131	'IMG_9296.JPG'	655264	june	2016	C25	NA	NA	655264
132	'IMG_9297.JPG'	655023	june	2016	C25	NA	NA	655023
133	'IMG_9298.JPG'	4EED2B	june	2016	C25	NA	NA	4EED2B
134	'IMG_9299.JPG'	053926	june	2016	C25	NA	NA	053926
135	'IMG_9300.JPG'	053888	june	2016	C25	NA	NA	053888
136	'IMG_9301.JPG'	158543	june	2016	C25	CAL16-2891	NA	158543
137	'IMG_9302.JPG'	655384	june	2016	C25	NA	NA	655384
138	'IMG_9303.JPG'	158504	june	2016	C25	CAL16-2892	NA	158504
139	'IMG_9304.JPG'	158537	june	2016	C25	CAL16-2893	NA	158537
140	'IMG_9305.JPG'	158589	june	2016	C25	CAL16-2894	NA	158589
141	'IMG_9306.JPG'	4EE8BD	june	2016	C25	NA	NA	4EE8BD
142	'IMG_9307.JPG'	158546	june	2016	C25	CAL16-2895	NA	158546
143	'IMG_9308.JPG'	4EDDA4	june	2016	C25	NA	NA	4EDDA4
1	'IMG_5435.jpg'	655278	june	2016	C26	CAL16-2791	NA	655278
2	'IMG_5436.jpg'	655333	june	2016	C26	CAL16-2792	NA	655333
3	'IMG_5437.jpg'	4EDDE1	june	2016	C26	NA	NA	4EDDE1
4	'IMG_5438.jpg'	053339	june	2016	C26	NA	NA	053339
5	'IMG_5439.jpg'	C973E1	june	2016	C26	NA	NA	C973E1
6	'IMG_5440.jpg'	4ED385	june	2016	C26	NA	NA	4ED385
7	'IMG_5441.jpg'	C980DB	june	2016	C26	NA	NA	C980DB
8	'IMG_5442.jpg'	C9831C	june	2016	C26	NA	NA	C9831C
9	'IMG_5443.jpg'	C96D7E	june	2016	C26	NA	NA	C96D7E
10	'IMG_5444.jpg'	C96164	june	2016	C26	NA	NA	C96164
11	'IMG_5445.jpg'	4EECDD	june	2016	C26	NA	NA	4EECDD
12	'IMG_5446.jpg'	4EE8B9	june	2016	C26	NA	NA	4EE8B9
13	'IMG_5447.jpg'	655363	june	2016	C26	CAL16-2793	NA	655363
14	'IMG_5448.jpg'	655336	june	2016	C26	CAL16-2794	NA	655336
15	'IMG_5449.jpg'	655330	june	2016	C26	CAL16-2795	NA	655330
16	'IMG_5450.jpg'	655261	june	2016	C26	CAL16-2796	NA	655261
17	'IMG_5453.jpg'	655451	june	2016	C26	CAL16-2797	NA	655451
18	'IMG_5454.jpg'	655480	june	2016	C26	CAL16-2798	NA	655480
19	'IMG_5455.jpg'	655272	june	2016	C26	CAL16-2799	NA	655272
20	'IMG_5457.jpg'	3137664	june	2016	C26	CAL16-2800	3137664	NA
21	'IMG_9347.JPG'	0688768	june	2016	C26	CAL16-2904	0688768	NA
22	'IMG_9348.JPG'	9620480	june	2016	C26	CAL16-2905	9620480	NA
23	'IMG_9349.JPG'	5286912	june	2016	C26	CAL16-2906	5286912	NA
24	'IMG_9352.JPG'	655058	june	2016	C26	NA	NA	655058
25	'IMG_9353.JPG'	C98D8F	june	2016	C26	NA	NA	C98D8F
26	'IMG_9354.JPG'	158528	june	2016	C26	CAL16-2907	NA	158528
27	'IMG_9355.JPG'	4EE19B	june	2016	C26	NA	NA	4EE19B
28	'IMG_9356.JPG'	4ED30B	june	2016	C26	NA	NA	4ED30B
29	'IMG_9357.JPG'	4EDF98	june	2016	C26	NA	NA	4EDF98
30	'IMG_9358.JPG'	6D76B6	june	2016	C26	NA	NA	6D76B6
31	'IMG_9359.JPG'	4ED385	june	2016	C26	NA	NA	4ED385
32	'IMG_9360.JPG'	5421440	june	2016	C26	CAL16-2908	5421440	NA
33	'IMG_9361.JPG'	4EE5C4	june	2016	C26	NA	NA	4EE5C4
34	'IMG_9362.JPG'	6DA37A	june	2016	C26	NA	NA	6DA37A
