"number"	"filename"	"ID"	"season"	"year"	"cave"	"label"	"nonatec"	"tag"	"date"	"codedate"
"2053"	"29"	"IMG_7124.JPG"	"C986FF"	"august"	"2013"	"C20"	"CAL12-0994"	NA	"C986FF"	"2013-2-august"	4
"3353"	"3"	"IMG_0258.JPG"	"C986FF"	"august"	"2014"	"C20"	"CAL12-0994"	NA	"C986FF"	"2014-2-august"	6
"4510"	"24"	"IMG_7693.JPG"	"C986FF"	"august"	"2015"	"C20"	"CAL12-0994"	NA	"C986FF"	"2015-2-august"	8
"5104"	"5"	"IMG_5629.jpg"	"C986FF"	"june"	"2016"	"C20"	"CAL12-0994"	NA	"C986FF"	"2016-1-june"	9
"731"	"11"	"IMG_1408.JPG"	"4EE581"	"august"	"2012"	"C20"	"CAL12-0995"	NA	"4EE581"	"2012-2-august"	2
"1310"	"12"	"IMG_5215.JPG"	"4EE581"	"june"	"2013"	"C20"	"CAL12-0995"	NA	"4EE581"	"2013-1-june"	3
"732"	"12"	"IMG_1409.JPG"	"6DAE23"	"august"	"2012"	"C20"	"CAL12-0996"	NA	"6DAE23"	"2012-2-august"	2
"2046"	"22"	"IMG_6306.JPG"	"6DAE23"	"august"	"2013"	"C20"	"CAL12-0996"	NA	"6DAE23"	"2013-2-august"	4
"2719"	"12"	"IMG_8702.jpg"	"6DAE23"	"june"	"2014"	"C20"	"CAL12-0996"	NA	"6DAE23"	"2014-1-june"	5
"3944"	"28"	"IMG_5751.JPG"	"6DAE23"	"june"	"2015"	"C20"	"CAL12-0996"	NA	"6DAE23"	"2015-1-june"	7
"733"	"13"	"IMG_1410.JPG"	"4EE06D"	"august"	"2012"	"C20"	"CAL12-0997"	NA	"4EE06D"	"2012-2-august"	2
"734"	"14"	"IMG_1411.JPG"	"C97FCA"	"august"	"2012"	"C20"	"CAL12-0998"	NA	"C97FCA"	"2012-2-august"	2
"2040"	"16"	"IMG_6300.JPG"	"C97FCA"	"august"	"2013"	"C20"	"CAL12-0998"	NA	"C97FCA"	"2013-2-august"	4
"2718"	"11"	"IMG_8701.jpg"	"C97FCA"	"june"	"2014"	"C20"	"CAL12-0998"	NA	"C97FCA"	"2014-1-june"	5
"3936"	"20"	"IMG_5743.JPG"	"C97FCA"	"june"	"2015"	"C20"	"CAL12-0998"	NA	"C97FCA"	"2015-1-june"	7
"735"	"15"	"IMG_1412.JPG"	"4EECB5"	"august"	"2012"	"C20"	"CAL12-0999"	NA	"4EECB5"	"2012-2-august"	2
"2716"	"9"	"IMG_8697.jpg"	"4EECB5"	"june"	"2014"	"C20"	"CAL12-0999"	NA	"4EECB5"	"2014-1-june"	5
"3917"	"1"	"IMG_4765.JPG"	"4EECB5"	"june"	"2015"	"C20"	"CAL12-0999"	NA	"4EECB5"	"2015-1-june"	7
"736"	"16"	"IMG_1413.JPG"	"C9840B"	"august"	"2012"	"C20"	"CAL12-1000"	NA	"C9840B"	"2012-2-august"	2
"2047"	"23"	"IMG_6307.JPG"	"C9840B"	"august"	"2013"	"C20"	"CAL12-1000"	NA	"C9840B"	"2013-2-august"	4
"3351"	"1"	"IMG_0256.JPG"	"C9840B"	"august"	"2014"	"C20"	"CAL12-1000"	NA	"C9840B"	"2014-2-august"	6
"737"	"17"	"IMG_1414.JPG"	"4ED752"	"august"	"2012"	"C20"	"CAL12-1001"	NA	"4ED752"	"2012-2-august"	2
"1305"	"7"	"IMG_5209.JPG"	"4ED752"	"june"	"2013"	"C20"	"CAL12-1001"	NA	"4ED752"	"2013-1-june"	3
"738"	"18"	"IMG_1415.JPG"	"4EE7E9"	"august"	"2012"	"C20"	"CAL12-1002"	NA	"4EE7E9"	"2012-2-august"	2
"1306"	"8"	"IMG_5210.JPG"	"4EE7E9"	"june"	"2013"	"C20"	"CAL12-1002"	NA	"4EE7E9"	"2013-1-june"	3
"3922"	"6"	"IMG_4770.JPG"	"4EE7E9"	"june"	"2015"	"C20"	"CAL12-1002"	NA	"4EE7E9"	"2015-1-june"	7
"2712"	"5"	"IMG_8693.jpg"	"1865B1"	"june"	"2014"	"C20"	"CAL12-1003"	NA	"1865B1"	"2014-1-june"	5
"4498"	"12"	"IMG_7219.JPG"	"1865B1"	"august"	"2015"	"C20"	"CAL12-1003"	NA	"1865B1"	"2015-2-august"	8
"740"	"20"	"IMG_1417.JPG"	"C973C8"	"august"	"2012"	"C20"	"CAL12-1005"	NA	"C973C8"	"2012-2-august"	2
"1308"	"10"	"IMG_5212.JPG"	"C973C8"	"june"	"2013"	"C20"	"CAL12-1005"	NA	"C973C8"	"2013-1-june"	3
"2041"	"17"	"IMG_6301.JPG"	"C973C8"	"august"	"2013"	"C20"	"CAL12-1005"	NA	"C973C8"	"2013-2-august"	4
"1300"	"2"	"IMG_5204.JPG"	"053391"	"june"	"2013"	"C20"	"CAL13-1407"	NA	"053391"	"2013-1-june"	3
"2029"	"5"	"IMG_6288.JPG"	"053391"	"august"	"2013"	"C20"	"CAL13-1407"	NA	"053391"	"2013-2-august"	4
"1301"	"3"	"IMG_5205.JPG"	"052695"	"june"	"2013"	"C20"	"CAL13-1408"	NA	"052695"	"2013-1-june"	3
"2728"	"21"	"IMG_9439.jpg"	"052695"	"june"	"2014"	"C20"	"CAL13-1408"	NA	"052695"	"2014-1-june"	5
"1303"	"5"	"IMG_5207.JPG"	"4EDE6E"	"june"	"2013"	"C20"	"CAL13-1410"	NA	"4EDE6E"	"2013-1-june"	3
"2034"	"10"	"IMG_6294.JPG"	"4EDE6E"	"august"	"2013"	"C20"	"CAL13-1410"	NA	"4EDE6E"	"2013-2-august"	4
"2711"	"4"	"IMG_8692.jpg"	"4EDE6E"	"june"	"2014"	"C20"	"CAL13-1410"	NA	"4EDE6E"	"2014-1-june"	5
"1304"	"6"	"IMG_5208.JPG"	"4EEDBF"	"june"	"2013"	"C20"	"CAL13-1411"	NA	"4EEDBF"	"2013-1-june"	3
"2722"	"15"	"IMG_8705.jpg"	"4EEDBF"	"june"	"2014"	"C20"	"CAL13-1411"	NA	"4EEDBF"	"2014-1-june"	5
"3364"	"14"	"IMG_0269.JPG"	"4EEDBF"	"august"	"2014"	"C20"	"CAL13-1411"	NA	"4EEDBF"	"2014-2-august"	6
"3947"	"31"	"IMG_5754.JPG"	"4EEDBF"	"june"	"2015"	"C20"	"CAL13-1411"	NA	"4EEDBF"	"2015-1-june"	7
"1312"	"14"	"IMG_5560.JPG"	"C98A65"	"june"	"2013"	"C20"	"CAL13-1562"	NA	"C98A65"	"2013-1-june"	3
"2060"	"36"	"IMG_7132.JPG"	"C98A65"	"august"	"2013"	"C20"	"CAL13-1562"	NA	"C98A65"	"2013-2-august"	4
"2720"	"13"	"IMG_8703.jpg"	"C98A65"	"june"	"2014"	"C20"	"CAL13-1562"	NA	"C98A65"	"2014-1-june"	5
"1313"	"15"	"IMG_5561.JPG"	"4EE874"	"june"	"2013"	"C20"	"CAL13-1563"	NA	"4EE874"	"2013-1-june"	3
"1316"	"18"	"IMG_5564.JPG"	"4EE373"	"june"	"2013"	"C20"	"CAL13-1564"	NA	"4EE373"	"2013-1-june"	3
"1318"	"20"	"IMG_5566.JPG"	"C96AEA"	"june"	"2013"	"C20"	"CAL13-1565"	NA	"C96AEA"	"2013-1-june"	3
"2031"	"7"	"IMG_6290.JPG"	"C96AEA"	"august"	"2013"	"C20"	"CAL13-1565"	NA	"C96AEA"	"2013-2-august"	4
"3354"	"4"	"IMG_0259.JPG"	"C96AEA"	"august"	"2014"	"C20"	"CAL13-1565"	NA	"C96AEA"	"2014-2-august"	6
"3945"	"29"	"IMG_5752.JPG"	"C96AEA"	"june"	"2015"	"C20"	"CAL13-1565"	NA	"C96AEA"	"2015-1-june"	7
"4497"	"11"	"IMG_7218.JPG"	"C96AEA"	"august"	"2015"	"C20"	"CAL13-1565"	NA	"C96AEA"	"2015-2-august"	8
"5559"	"1"	"IMG_0015.JPG"	"C96AEA"	"august"	"2016"	"C20"	"CAL13-1565"	NA	"C96AEA"	"2016-2-august"	10
"6495"	"1"	"IMG_3115.JPG"	"C96AEA"	"august"	"2017"	"C20"	"CAL13-1565"	NA	"C96AEA"	"2017-2-august"	12
"2820"	"34"	"IMG_9434.jpg"	"C96AEA"	"june"	"2014"	"C23"	"CAL13-1565"	NA	"C96AEA"	"2014-1-june"	5
"1319"	"21"	"IMG_5567.JPG"	"6D8818"	"june"	"2013"	"C20"	"CAL13-1566"	NA	"6D8818"	"2013-1-june"	3
"2717"	"10"	"IMG_8700.jpg"	"6D8818"	"june"	"2014"	"C20"	"CAL13-1566"	NA	"6D8818"	"2014-1-june"	5
"3919"	"3"	"IMG_4767.JPG"	"6D8818"	"june"	"2015"	"C20"	"CAL13-1566"	NA	"6D8818"	"2015-1-june"	7
"5563"	"5"	"IMG_0025.JPG"	"6D8818"	"august"	"2016"	"C20"	"CAL13-1566"	NA	"6D8818"	"2016-2-august"	10
"1327"	"29"	"IMG_5577.JPG"	"4EE46F"	"june"	"2013"	"C20"	"CAL13-1568"	NA	"4EE46F"	"2013-1-june"	3
"2026"	"2"	"IMG_6285.JPG"	"C9645B"	"august"	"2013"	"C20"	"CAL13-1767"	NA	"C9645B"	"2013-2-august"	4
"2708"	"1"	"IMG_8689.jpg"	"C9645B"	"june"	"2014"	"C20"	"CAL13-1767"	NA	"C9645B"	"2014-1-june"	5
"3930"	"14"	"IMG_4779.JPG"	"C9645B"	"june"	"2015"	"C20"	"CAL13-1767"	NA	"C9645B"	"2015-1-june"	7
"4508"	"22"	"IMG_7687.JPG"	"C9645B"	"august"	"2015"	"C20"	"CAL13-1767"	NA	"C9645B"	"2015-2-august"	8
"6057"	"9"	"IMG_2561.JPG"	"C9645B"	"june"	"2017"	"C20"	"CAL13-1767"	NA	"C9645B"	"2017-1-june"	11
"2027"	"3"	"IMG_6286.JPG"	"052696"	"august"	"2013"	"C20"	"CAL13-1768"	NA	"052696"	"2013-2-august"	4
"3938"	"22"	"IMG_5745.JPG"	"052696"	"june"	"2015"	"C20"	"CAL13-1768"	NA	"052696"	"2015-1-june"	7
"4490"	"4"	"IMG_7211.JPG"	"052696"	"august"	"2015"	"C20"	"CAL13-1768"	NA	"052696"	"2015-2-august"	8
"5574"	"16"	"IMG_9908.JPG"	"052696"	"august"	"2016"	"C20"	"CAL13-1768"	NA	"052696"	"2016-2-august"	10
"6055"	"7"	"IMG_2200.JPG"	"052696"	"june"	"2017"	"C20"	"CAL13-1768"	NA	"052696"	"2017-1-june"	11
"2028"	"4"	"IMG_6287.JPG"	"C98517"	"august"	"2013"	"C20"	"CAL13-1769"	NA	"C98517"	"2013-2-august"	4
"2032"	"8"	"IMG_6292.JPG"	"4EE37D"	"august"	"2013"	"C20"	"CAL13-1770"	NA	"4EE37D"	"2013-2-august"	4
"861"	"24"	"IMG_1067.JPG"	"4EE37D"	"august"	"2012"	"C25"	"CAL13-1770"	NA	"4EE37D"	"2012-2-august"	2
"2033"	"9"	"IMG_6293.JPG"	"C98C47"	"august"	"2013"	"C20"	"CAL13-1771"	NA	"C98C47"	"2013-2-august"	4
"2726"	"19"	"IMG_9437.jpg"	"C98C47"	"june"	"2014"	"C20"	"CAL13-1771"	NA	"C98C47"	"2014-1-june"	5
"2036"	"12"	"IMG_6296.JPG"	"C97D04"	"august"	"2013"	"C20"	"CAL13-1773"	NA	"C97D04"	"2013-2-august"	4
"3359"	"9"	"IMG_0264.JPG"	"C97D04"	"august"	"2014"	"C20"	"CAL13-1773"	NA	"C97D04"	"2014-2-august"	6
"3937"	"21"	"IMG_5744.JPG"	"C97D04"	"june"	"2015"	"C20"	"CAL13-1773"	NA	"C97D04"	"2015-1-june"	7
"4487"	"1"	"IMG_7208.JPG"	"C97D04"	"august"	"2015"	"C20"	"CAL13-1773"	NA	"C97D04"	"2015-2-august"	8
"2037"	"13"	"IMG_6297.JPG"	"4EEC11"	"august"	"2013"	"C20"	"CAL13-1774"	NA	"4EEC11"	"2013-2-august"	4
"2038"	"14"	"IMG_6298.JPG"	"4EF724"	"august"	"2013"	"C20"	"CAL13-1775"	NA	"4EF724"	"2013-2-august"	4
"3366"	"16"	"IMG_0271.JPG"	"4EF724"	"august"	"2014"	"C20"	"CAL13-1775"	NA	"4EF724"	"2014-2-august"	6
"3925"	"9"	"IMG_4773.JPG"	"4EF724"	"june"	"2015"	"C20"	"CAL13-1775"	NA	"4EF724"	"2015-1-june"	7
"2043"	"19"	"IMG_6303.JPG"	"C98717"	"august"	"2013"	"C20"	"CAL13-1776"	NA	"C98717"	"2013-2-august"	4
"2044"	"20"	"IMG_6304.JPG"	"C96E00"	"august"	"2013"	"C20"	"CAL13-1777"	NA	"C96E00"	"2013-2-august"	4
"4503"	"17"	"IMG_7224.JPG"	"C96E00"	"august"	"2015"	"C20"	"CAL13-1777"	NA	"C96E00"	"2015-2-august"	8
"2045"	"21"	"IMG_6305.JPG"	"C98628"	"august"	"2013"	"C20"	"CAL13-1778"	NA	"C98628"	"2013-2-august"	4
"2819"	"33"	"IMG_9433.jpg"	"C98628"	"june"	"2014"	"C23"	"CAL13-1778"	NA	"C98628"	"2014-1-june"	5
"2048"	"24"	"IMG_6308.JPG"	"4EEB02"	"august"	"2013"	"C20"	"CAL13-1779"	NA	"4EEB02"	"2013-2-august"	4
"2050"	"26"	"IMG_6310.JPG"	"C97E33"	"august"	"2013"	"C20"	"CAL13-1780"	NA	"C97E33"	"2013-2-august"	4
"2051"	"27"	"IMG_6311.JPG"	"C969F1"	"august"	"2013"	"C20"	"CAL13-1781"	NA	"C969F1"	"2013-2-august"	4
"2052"	"28"	"IMG_7123.JPG"	"186502"	"august"	"2013"	"C20"	"CAL13-1925"	NA	"186502"	"2013-2-august"	4
"6514"	"22"	"IMG_3290.JPG"	"186502"	"august"	"2017"	"C20"	"CAL13-1925"	NA	"186502"	"2017-2-august"	12
"2054"	"30"	"IMG_7126.JPG"	"1871BB"	"august"	"2013"	"C20"	"CAL13-1926"	NA	"1871BB"	"2013-2-august"	4
"2732"	"25"	"IMG_9443.jpg"	"1871BB"	"june"	"2014"	"C20"	"CAL13-1926"	NA	"1871BB"	"2014-1-june"	5
"3908"	"6"	"IMG_4787.JPG"	"1871BB"	"june"	"2015"	"C19"	"CAL13-1926"	NA	"1871BB"	"2015-1-june"	7
"2055"	"31"	"IMG_7127.JPG"	"187D2A"	"august"	"2013"	"C20"	"CAL13-1927"	NA	"187D2A"	"2013-2-august"	4
"2058"	"34"	"IMG_7130.JPG"	"187ED4"	"august"	"2013"	"C20"	"CAL13-1928"	NA	"187ED4"	"2013-2-august"	4
"2731"	"24"	"IMG_9442.jpg"	"187ED4"	"june"	"2014"	"C20"	"CAL13-1928"	NA	"187ED4"	"2014-1-june"	5
"3932"	"16"	"IMG_5739.JPG"	"187ED4"	"june"	"2015"	"C20"	"CAL13-1928"	NA	"187ED4"	"2015-1-june"	7
"2059"	"35"	"IMG_7131.JPG"	"185279"	"august"	"2013"	"C20"	"CAL13-1929"	NA	"185279"	"2013-2-august"	4
"2713"	"6"	"IMG_8694.jpg"	"053410"	"june"	"2014"	"C20"	"CAL14-2067"	NA	"053410"	"2014-1-june"	5
"3352"	"2"	"IMG_0257.JPG"	"053410"	"august"	"2014"	"C20"	"CAL14-2067"	NA	"053410"	"2014-2-august"	6
"2714"	"7"	"IMG_8695.jpg"	"053345"	"june"	"2014"	"C20"	"CAL14-2068"	NA	"053345"	"2014-1-june"	5
"2715"	"8"	"IMG_8696.jpg"	"053366"	"june"	"2014"	"C20"	"CAL14-2069"	NA	"053366"	"2014-1-june"	5
"2721"	"14"	"IMG_8704.jpg"	"053360"	"june"	"2014"	"C20"	"CAL14-2070"	NA	"053360"	"2014-1-june"	5
"2725"	"18"	"IMG_9436.jpg"	"053181"	"june"	"2014"	"C20"	"CAL14-2191"	NA	"053181"	"2014-1-june"	5
"3942"	"26"	"IMG_5749.JPG"	"053181"	"june"	"2015"	"C20"	"CAL14-2191"	NA	"053181"	"2015-1-june"	7
"2727"	"20"	"IMG_9438.jpg"	"053175"	"june"	"2014"	"C20"	"CAL14-2192"	NA	"053175"	"2014-1-june"	5
"3934"	"18"	"IMG_5741.JPG"	"053175"	"june"	"2015"	"C20"	"CAL14-2192"	NA	"053175"	"2015-1-june"	7
"2729"	"22"	"IMG_9440.jpg"	"053957"	"june"	"2014"	"C20"	"CAL14-2193"	NA	"053957"	"2014-1-june"	5
"3927"	"11"	"IMG_4776.JPG"	"053957"	"june"	"2015"	"C20"	"CAL14-2193"	NA	"053957"	"2015-1-june"	7
"2730"	"23"	"IMG_9441.jpg"	"052708"	"june"	"2014"	"C20"	"CAL14-2194"	NA	"052708"	"2014-1-june"	5
"2734"	"27"	"IMG_9446.jpg"	"052724"	"june"	"2014"	"C20"	"CAL14-2195"	NA	"052724"	"2014-1-june"	5
"3924"	"8"	"IMG_4772.JPG"	"052724"	"june"	"2015"	"C20"	"CAL14-2195"	NA	"052724"	"2015-1-june"	7
"3357"	"7"	"IMG_0262.JPG"	"053958"	"august"	"2014"	"C20"	"CAL14-2288"	NA	"053958"	"2014-2-august"	6
"3939"	"23"	"IMG_5746.JPG"	"053958"	"june"	"2015"	"C20"	"CAL14-2288"	NA	"053958"	"2015-1-june"	7
"4509"	"23"	"IMG_7688.JPG"	"053958"	"august"	"2015"	"C20"	"CAL14-2288"	NA	"053958"	"2015-2-august"	8
"3358"	"8"	"IMG_0263.JPG"	"053905"	"august"	"2014"	"C20"	"CAL14-2289"	NA	"053905"	"2014-2-august"	6
"3940"	"24"	"IMG_5747.JPG"	"053905"	"june"	"2015"	"C20"	"CAL14-2289"	NA	"053905"	"2015-1-june"	7
"3360"	"10"	"IMG_0265.JPG"	"053866"	"august"	"2014"	"C20"	"CAL14-2290"	NA	"053866"	"2014-2-august"	6
"4506"	"20"	"IMG_7685.JPG"	"053866"	"august"	"2015"	"C20"	"CAL14-2290"	NA	"053866"	"2015-2-august"	8
"5101"	"2"	"IMG_5626.jpg"	"053866"	"june"	"2016"	"C20"	"CAL14-2290"	NA	"053866"	"2016-1-june"	9
"3365"	"15"	"IMG_0270.JPG"	"053893"	"august"	"2014"	"C20"	"CAL14-2291"	NA	"053893"	"2014-2-august"	6
"3918"	"2"	"IMG_4766.JPG"	"053893"	"june"	"2015"	"C20"	"CAL14-2291"	NA	"053893"	"2015-1-june"	7
"4488"	"2"	"IMG_7209.JPG"	"655074"	"august"	"2015"	"C20"	"CAL15-2641"	NA	"655074"	"2015-2-august"	8
"5572"	"14"	"IMG_9906.JPG"	"655074"	"august"	"2016"	"C20"	"CAL15-2641"	NA	"655074"	"2016-2-august"	10
"4491"	"5"	"IMG_7212.JPG"	"655124"	"august"	"2015"	"C20"	"CAL15-2643"	NA	"655124"	"2015-2-august"	8
"5105"	"6"	"IMG_9391.JPG"	"655124"	"june"	"2016"	"C20"	"CAL15-2643"	NA	"655124"	"2016-1-june"	9
"5569"	"11"	"IMG_9903.JPG"	"655124"	"august"	"2016"	"C20"	"CAL15-2643"	NA	"655124"	"2016-2-august"	10
"4501"	"15"	"IMG_7222.JPG"	"655117"	"august"	"2015"	"C20"	"CAL15-2651"	NA	"655117"	"2015-2-august"	8
"4507"	"21"	"IMG_7686.JPG"	"655495"	"august"	"2015"	"C20"	"CAL15-2762"	NA	"655495"	"2015-2-august"	8
"5106"	"7"	"IMG_9392.JPG"	"655495"	"june"	"2016"	"C20"	"CAL15-2762"	NA	"655495"	"2016-1-june"	9
"5561"	"3"	"IMG_0017.JPG"	"655495"	"august"	"2016"	"C20"	"CAL15-2762"	NA	"655495"	"2016-2-august"	10
"6051"	"3"	"IMG_2196.JPG"	"655495"	"june"	"2017"	"C20"	"CAL15-2762"	NA	"655495"	"2017-1-june"	11
"5103"	"4"	"IMG_5628.jpg"	"655477"	"june"	"2016"	"C20"	"CAL16-2847"	NA	"655477"	"2016-1-june"	9
"5575"	"17"	"IMG_9909.JPG"	"655477"	"august"	"2016"	"C20"	"CAL16-2847"	NA	"655477"	"2016-2-august"	10
"5565"	"7"	"IMG_9894.JPG"	"897951"	"august"	"2016"	"C20"	"CAL16-3001"	NA	"897951"	"2016-2-august"	10
"5568"	"10"	"IMG_9902.JPG"	"897762"	"august"	"2016"	"C20"	"CAL16-3002"	NA	"897762"	"2016-2-august"	10
"5570"	"12"	"IMG_9904.JPG"	"897818"	"august"	"2016"	"C20"	"CAL16-3003"	NA	"897818"	"2016-2-august"	10
"5571"	"13"	"IMG_9905.JPG"	"158571"	"august"	"2016"	"C20"	"CAL16-3004"	NA	"158571"	"2016-2-august"	10
"6503"	"9"	"IMG_3123.JPG"	"158571"	"august"	"2017"	"C20"	"CAL16-3004"	NA	"158571"	"2017-2-august"	12
"5576"	"18"	"IMG_9910.JPG"	"158588"	"august"	"2016"	"C20"	"CAL16-3006"	NA	"158588"	"2016-2-august"	10
"6049"	"1"	"IMG_2193.JPG"	"897779"	"june"	"2017"	"C20"	"CAL17-3121"	NA	"897779"	"2017-1-june"	11
"6050"	"2"	"IMG_2194.JPG"	"897939"	"june"	"2017"	"C20"	"CAL17-3122"	NA	"897939"	"2017-1-june"	11
"6054"	"6"	"IMG_2199.JPG"	"897751"	"june"	"2017"	"C20"	"CAL17-3123"	NA	"897751"	"2017-1-june"	11
"6498"	"4"	"IMG_3118.JPG"	"897751"	"august"	"2017"	"C20"	"CAL17-3123"	NA	"897751"	"2017-2-august"	12
"6056"	"8"	"IMG_2201.JPG"	"897791"	"june"	"2017"	"C20"	"CAL17-3124"	NA	"897791"	"2017-1-june"	11
"6059"	"11"	"IMG_2563.JPG"	"897987"	"june"	"2017"	"C20"	"CAL17-3175"	NA	"897987"	"2017-1-june"	11
"6508"	"14"	"IMG_3128.JPG"	"897987"	"august"	"2017"	"C20"	"CAL17-3175"	NA	"897987"	"2017-2-august"	12
"6060"	"12"	"IMG_2564.JPG"	"897880"	"june"	"2017"	"C20"	"CAL17-3176"	NA	"897880"	"2017-1-june"	11
"6061"	"13"	"IMG_2565.JPG"	"897915"	"june"	"2017"	"C20"	"CAL17-3177"	NA	"897915"	"2017-1-june"	11
"6062"	"14"	"IMG_2566.JPG"	"897923"	"june"	"2017"	"C20"	"CAL17-3178"	NA	"897923"	"2017-1-june"	11
"6496"	"2"	"IMG_3116.JPG"	"981921"	"august"	"2017"	"C20"	"CAL17-3290"	NA	"981921"	"2017-2-august"	12
"6497"	"3"	"IMG_3117.JPG"	"981977"	"august"	"2017"	"C20"	"CAL17-3291"	NA	"981977"	"2017-2-august"	12
"6499"	"5"	"IMG_3119.JPG"	"123890"	"august"	"2017"	"C20"	"CAL17-3292"	NA	"123890"	"2017-2-august"	12
"6500"	"6"	"IMG_3120.JPG"	"981970"	"august"	"2017"	"C20"	"CAL17-3293"	NA	"981970"	"2017-2-august"	12
"6501"	"7"	"IMG_3121.JPG"	"123802"	"august"	"2017"	"C20"	"CAL17-3294"	NA	"123802"	"2017-2-august"	12
"6502"	"8"	"IMG_3122.JPG"	"981926"	"august"	"2017"	"C20"	"CAL17-3295"	NA	"981926"	"2017-2-august"	12
"6505"	"11"	"IMG_3125.JPG"	"123864"	"august"	"2017"	"C20"	"CAL17-3296"	NA	"123864"	"2017-2-august"	12
"6506"	"12"	"IMG_3126.JPG"	"123887"	"august"	"2017"	"C20"	"CAL17-3297"	NA	"123887"	"2017-2-august"	12
"6507"	"13"	"IMG_3127.JPG"	"123856"	"august"	"2017"	"C20"	"CAL17-3298"	NA	"123856"	"2017-2-august"	12
"6509"	"15"	"IMG_3129.JPG"	"981836"	"august"	"2017"	"C20"	"CAL17-3299"	NA	"981836"	"2017-2-august"	12
"6510"	"16"	"IMG_3284.JPG"	"123996"	"august"	"2017"	"C20"	"CAL17-3362"	NA	"123996"	"2017-2-august"	12
"6511"	"18"	"IMG_3286.JPG"	"981933"	"august"	"2017"	"C20"	"CAL17-3363"	NA	"981933"	"2017-2-august"	12
"6513"	"21"	"IMG_3289.JPG"	"981854"	"august"	"2017"	"C20"	"CAL17-3364"	NA	"981854"	"2017-2-august"	12
"742"	"1"	"IMG_1325.JPG"	"C97568"	"august"	"2012"	"C21"	"CAL12-0916"	NA	"C97568"	"2012-2-august"	2
"743"	"2"	"IMG_1327.JPG"	"C97F48"	"august"	"2012"	"C21"	"CAL12-0917"	NA	"C97F48"	"2012-2-august"	2
"744"	"3"	"IMG_1328.JPG"	"4EE11A"	"august"	"2012"	"C21"	"CAL12-0918"	NA	"4EE11A"	"2012-2-august"	2
"745"	"4"	"IMG_1329.JPG"	"4EE37B"	"august"	"2012"	"C21"	"CAL12-0919"	NA	"4EE37B"	"2012-2-august"	2
"1345"	"18"	"IMG_5509.JPG"	"4EE37B"	"june"	"2013"	"C21"	"CAL12-0919"	NA	"4EE37B"	"2013-1-june"	3
"746"	"5"	"IMG_1330.JPG"	"6D64C8"	"august"	"2012"	"C21"	"CAL12-0920"	NA	"6D64C8"	"2012-2-august"	2
"1343"	"16"	"IMG_5507.JPG"	"6D64C8"	"june"	"2013"	"C21"	"CAL12-0920"	NA	"6D64C8"	"2013-1-june"	3
"2079"	"17"	"IMG_6200.JPG"	"6D64C8"	"august"	"2013"	"C21"	"CAL12-0920"	NA	"6D64C8"	"2013-2-august"	4
"2751"	"16"	"IMG_9379.jpg"	"6D64C8"	"june"	"2014"	"C21"	"CAL12-0920"	NA	"6D64C8"	"2014-1-june"	5
"3949"	"1"	"IMG_4816.JPG"	"6D64C8"	"june"	"2015"	"C21"	"CAL12-0920"	NA	"6D64C8"	"2015-1-june"	7
"4525"	"14"	"IMG_7285.JPG"	"6D64C8"	"august"	"2015"	"C21"	"CAL12-0920"	NA	"6D64C8"	"2015-2-august"	8
"5116"	"7"	"IMG_5571.jpg"	"6D64C8"	"june"	"2016"	"C21"	"CAL12-0920"	NA	"6D64C8"	"2016-1-june"	9
"5590"	"13"	"IMG_9841.JPG"	"6D64C8"	"august"	"2016"	"C21"	"CAL12-0920"	NA	"6D64C8"	"2016-2-august"	10
"747"	"6"	"IMG_1331.JPG"	"6D656E"	"august"	"2012"	"C21"	"CAL12-0921"	NA	"6D656E"	"2012-2-august"	2
"748"	"7"	"IMG_1332.JPG"	"C97D0C"	"august"	"2012"	"C21"	"CAL12-0922"	NA	"C97D0C"	"2012-2-august"	2
"1340"	"13"	"IMG_5503.JPG"	"C97D0C"	"june"	"2013"	"C21"	"CAL12-0922"	NA	"C97D0C"	"2013-1-june"	3
"2068"	"6"	"IMG_6188.JPG"	"C97D0C"	"august"	"2013"	"C21"	"CAL12-0922"	NA	"C97D0C"	"2013-2-august"	4
"749"	"8"	"IMG_1333.JPG"	"C9767C"	"august"	"2012"	"C21"	"CAL12-0923"	NA	"C9767C"	"2012-2-august"	2
"1342"	"15"	"IMG_5506.JPG"	"C9767C"	"june"	"2013"	"C21"	"CAL12-0923"	NA	"C9767C"	"2013-1-june"	3
"2080"	"18"	"IMG_7093.JPG"	"C9767C"	"august"	"2013"	"C21"	"CAL12-0923"	NA	"C9767C"	"2013-2-august"	4
"2759"	"24"	"IMG_9388.jpg"	"C9767C"	"june"	"2014"	"C21"	"CAL12-0923"	NA	"C9767C"	"2014-1-june"	5
"750"	"9"	"IMG_1609.JPG"	"4EE8AE"	"august"	"2012"	"C21"	"CAL12-1181"	NA	"4EE8AE"	"2012-2-august"	2
"3960"	"12"	"IMG_5699.JPG"	"4EE8AE"	"june"	"2015"	"C21"	"CAL12-1181"	NA	"4EE8AE"	"2015-1-june"	7
"751"	"10"	"IMG_1610.JPG"	"4EECC3"	"august"	"2012"	"C21"	"CAL12-1182"	NA	"4EECC3"	"2012-2-august"	2
"2069"	"7"	"IMG_6189.JPG"	"4EECC3"	"august"	"2013"	"C21"	"CAL12-1182"	NA	"4EECC3"	"2013-2-august"	4
