"capt.ID" "season" "year" "visit" "cave" "length" "ID"
"1196" "4EDF2F" "june" "2016" 1 "C19" 117 NA
"1197" "4EDF2F" "august" "2014" 1 "C19" 94 NA
"1198" "4EDF2F" "august" "2017" 2 "C19" 133 NA
"1199" "4EDFF8" "august" "2012" 1 "C19" 86 NA
"1200" "4EE085" "june" "2014" 2 "C19" 82 NA
"1201" "4EE9EF" "august" "2012" 1 "C19" 74 NA
"1202" "4EE9EF" "june" "2014" 2 "C19" 106 NA
"1203" "4EEA84" "august" "2012" 1 "C19" 92 NA
"1204" "4EEAE2" "august" "2012" 1 "C19" 117 NA
"1205" "4EEC77" "august" "2014" 1 "C19" 133 NA
"1206" "4EEC77" "june" "2015" 2 "C19" 135 NA
"1207" "4EED16" "june" "2014" 1 "C19" 110 NA
"1208" "4EED16" "august" "2014" 1 "C19" 119 NA
"1209" "4EED16" "june" "2015" 1 "C19" 131 NA
"1210" "4EE09A" "june" "2014" 1 "C19" 85 NA
"1211" "4EE09A" "august" "2012" 1 "C19" 46 NA
"1212" "4EE09A" "august" "2014" 1 "C19" 95 NA
"1213" "6D8187" "august" "2012" 1 "C19" 130 NA
"1214" "6D8187" "august" "2014" 1 "C19" 157 NA
"1215" "6D835A" "june" "2015" 1 "C19" 116 NA
"1216" "6D835A" "august" "2015" NA "C19" 122 NA
"1217" "6D835A" "june" "2016" 1 "C19" 135 NA
"1218" "6D835A" "june" "2014" 2 "C19" 93 NA
"1219" "6D835A" "august" "2014" 1 "C19" 102 NA
"1220" "6D9955" "august" "2012" 1 "C19" 97 NA
"1221" "C95FD7" "august" "2012" 1 "C19" 161 NA
"1222" "C95FD7" "june" "2017" 2 "C19" 185 NA
"1223" "C95FD7" "august" "2017" 2 "C19" 185 NA
"1224" "C96529" "august" "2014" 1 "C19" 124 NA
"1225" "C96529" "june" "2015" 1 "C19" 130 NA
"1226" "C96529" "june" "2014" 2 "C19" 126 NA
"1227" "C96A00" "june" "2014" 1 "C19" 72 NA
"1228" "C96A00" "june" "2015" 1 "C19" 91 NA
"1229" "C96A00" "august" "2015" NA "C19" 97 NA
"1230" "C96A00" "june" "2016" 1 "C19" 105 NA
"1231" "C96D03" "june" "2016" 1 "C19" 122 NA
"1232" "C96D03" "june" "2014" 2 "C19" 104 NA
"1233" "C96D03" "august" "2014" 1 "C19" 109 NA
"1234" "C96D03" "june" "2017" 1 "C19" 135 NA
"1235" "C98AB0" "june" "2015" 1 "C19" 94 NA
"1236" "C98AB0" "august" "2014" 1 "C19" 80 NA
"1237" "C98AB0" "june" "2014" 1 "C19" 74 NA
"1238" "C98DDC" "august" "2012" 1 "C19" 95 NA
"1239" "052868" "june" "2015" 2 "C2" 118 NA
"1240" "052868" "august" "2014" 1 "C2" 120 NA
"1241" "052868" "june" "2016" 2 "C2" 118 NA
"1242" "052868" "june" "2014" 2 "C2" 119 NA
"1243" "052874" "june" "2015" 1 "C2" 108 NA
"1244" "052874" "august" "2014" 1 "C2" 110 NA
"1245" "052874" "june" "2014" 2 "C2" 109 NA
"1246" "052906" "august" "2014" 1 "C2" 116 NA
"1247" "052906" "june" "2015" 1 "C2" 114 NA
"1248" "053303" "june" "2015" 1 "C2" 90.5 NA
"1249" "053303" "august" "2014" 1 "C2" 87 NA
"1250" "053303" "august" "2015" 1 "C2" 96.5 NA
"1251" "053303" "june" "2016" 2 "C2" 106 NA
"1252" "053303" "june" "2014" 2 "C2" 84 NA
"1253" "123886" "august" "2017" 1 "C2" 60 NA
"1254" "158503" "june" "2016" 2 "C2" 69 NA
"1255" "158503" "june" "2017" 2 "C2" 91 NA
"1256" "158531" "august" "2016" 1 "C2" 74 NA
"1257" "158531" "june" "2017" 1 "C2" 95 NA
"1258" "158535" "august" "2016" 2 "C2" 83 NA
"1259" "158535" "june" "2017" 1 "C2" 97 NA
"1260" "158551" "june" "2016" 2 "C2" 132 NA
"1261" "158567" "august" "2016" 1 "C2" 77 NA
"1262" "158581" "june" "2016" 2 "C2" 145 NA
"1263" "158585" "june" "2016" 2 "C2" 96 NA
"1264" "158585" "august" "2016" 1 "C2" 101.5 NA
"1265" "158585" "august" "2017" 1 "C2" 125 NA
"1266" "187565" "june" "2014" 1 "C2" 69 NA
"1267" "187565" "august" "2014" 1 "C2" 72 NA
"1268" "655084" "august" "2015" 1 "C2" 68.5 NA
"1269" "655084" "june" "2016" 2 "C2" 80 NA
"1270" "655215" "june" "2015" 2 "C2" 110 NA
"1271" "655215" "june" "2016" 1 "C2" 113 NA
"1272" "655215" "june" "2017" 1 "C2" 115 NA
"1273" "655257" "august" "2016" 2 "C2" 88 NA
"1274" "655257" "june" "2017" 2 "C2" 102 NA
"1275" "655257" "august" "2017" 2 "C2" 111 NA
"1276" "655279" "june" "2015" 1 "C2" 108 NA
"1277" "655378" "august" "2015" 2 "C2" 140 NA
"1278" "655473" "august" "2016" 2 "C2" 84 NA
"1279" "655473" "june" "2017" 2 "C2" 100 NA
"1280" "655473" "august" "2017" 1 "C2" 106 NA
"1281" "897757" "august" "2017" 1 "C2" 72 NA
"1282" "897760" "june" "2017" 1 "C2" 73 NA
"1283" "897760" "august" "2017" 2 "C2" 84 NA
"1284" "897802" "june" "2017" 1 "C2" 77.5 NA
"1285" "897964" "august" "2017" 1 "C2" 129 NA
"1286" "897997" "august" "2017" 1 "C2" 65 NA
"1287" "919808" "june" "2015" 2 "C2" 60 NA
"1288" "981802" "august" "2017" 2 "C2" 66 NA
"1289" "987520" "june" "2015" 2 "C2" 58 NA
"1290" "0987520" "august" "2015" 1 "C2" 65 NA
"1291" "1148544" "june" "2016" 1 "C2" 45 NA
"1292" "3482752" "june" "2017" 1 "C2" 62 NA
"1293" "4159104" "august" "2016" 1 "C2" 46 NA
"1294" "4391040" "august" "2015" 1 "C2" 46 NA
"1295" "4395040" "august" "2015" 2 "C2" 46 NA
"1296" "7629440" "august" "2015" 1 "C2" 51 NA
"1297" "8041344" "june" "2015" 2 "C2" 61 NA
"1298" "8041344" "august" "2015" 1 "C2" 65 NA
"1299" "9191808" "august" "2015" 1 "C2" 63 NA
"1300" "9238656" "june" "2015" 2 "C2" 63 NA
"1301" "18503B" "august" "2014" 1 "C2" 113 NA
"1302" "18503B" "august" "2015" 1 "C2" 115 NA
"1303" "18503B" "june" "2016" 2 "C2" 119 NA
"1304" "18503B" "june" "2014" 2 "C2" 112 NA
"1305" "18503B" "june" "2017" 2 "C2" 133 NA
"1306" "18503B" "august" "2017" 1 "C2" 136 NA
"1307" "4EDDDA" "august" "2014" 1 "C2" 98 NA
"1308" "4EDEF3" "august" "2012" 1 "C2" 102 NA
"1309" "4EDEF3" "june" "2015" 2 "C2" 112 NA
"1310" "4EDEF3" "june" "2016" 2 "C2" 117 NA
"1311" "4EDEF3" "june" "2014" 2 "C2" 112 NA
"1312" "4EDFAE" "june" "2014" 1 "C2" 65 NA
"1313" "4EDFAE" "august" "2014" 1 "C2" 73 NA
"1314" "4EE009" "august" "2012" 1 "C2" 105 NA
"1315" "4EE13F" "june" "2015" 1 "C2" 100 NA
"1316" "4EE1F0" "august" "2012" 1 "C2" 115 NA
"1317" "4EE50B" "august" "2012" 1 "C2" 54 NA
"1318" "4EE934" "august" "2015" 1 "C2" 118 NA
"1319" "4EE934" "june" "2016" 1 "C2" 118 NA
"1320" "4EEB2D" "august" "2012" 1 "C2" 115 NA
"1321" "4EEC7B" "august" "2012" 1 "C2" 93 NA
"1322" "4EEC7E" "august" "2012" 1 "C2" 104 NA
"1323" "4EECC2" "august" "2014" 1 "C2" 96 NA
"1324" "4EECC2" "june" "2016" 1 "C2" 103 NA
"1325" "4EECE3" "august" "2012" 1 "C2" 133 NA
"1326" "4EEDC9" "june" "2014" 1 "C2" 71 NA
"1327" "4EEDC9" "august" "2014" 1 "C2" 75 NA
"1328" "4EEDC9" "august" "2015" 1 "C2" 89 NA
"1329" "4EEDC9" "august" "2016" 1 "C2" 112 NA
"1330" "4EEDC9" "august" "2017" 2 "C2" 129 NA
"1331" "4EF225" "june" "2014" 1 "C2" 81 NA
"1332" "4EF225" "august" "2012" 1 "C2" 52 NA
"1333" "4EF225" "august" "2014" 1 "C2" 88 NA
"1334" "4EF225" "august" "2015" 1 "C2" 96 NA
"1335" "4EF225" "june" "2016" 1 "C2" 104 NA
"1336" "4EF225" "august" "2016" 1 "C2" 110 NA
"1337" "4EF225" "august" "2017" 2 "C2" 122 NA
"1338" "6D7E2F" "june" "2014" 1 "C2" 72 NA
"1339" "6D7E2F" "june" "2015" 2 "C2" 77 NA
"1340" "6D7E2F" "august" "2015" 1 "C2" 82 NA
"1341" "6D7E2F" "august" "2016" 1 "C2" 103 NA
"1342" "6D7E2F" "june" "2014" 2 "C2" 72 NA
"1343" "6D7E2F" "june" "2017" 1 "C2" 112 NA
"1344" "6D7E2F" "august" "2017" 1 "C2" 118 NA
"1345" "6D826F" "june" "2014" 2 "C2" 141 NA
"1346" "6D82B8" "june" "2014" 1 "C2" 65 NA
"1347" "6D82B8" "august" "2014" 1 "C2" 71 NA
"1348" "6D82B8" "june" "2015" 2 "C2" 84 NA
"1349" "6D82B8" "august" "2015" 1 "C2" 90 NA
"1350" "6D8F5B" "june" "2014" 1 "C2" 77 NA
"1351" "6D8F5B" "august" "2015" 1 "C2" 91 NA
"1352" "6D8F5B" "june" "2017" 2 "C2" 110 NA
"1353" "6D8F5B" "august" "2017" 1 "C2" 115 NA
"1354" "6D9E7D" "august" "2012" 1 "C2" 117 NA
"1355" "6D9E7D" "august" "2014" 1 "C2" 124 NA
"1356" "6D9E7D" "august" "2016" 1 "C2" 127 NA
"1357" "6D9E7D" "june" "2017" 2 "C2" 129 NA
"1358" "6DA1A7" "june" "2014" 1 "C2" 68 NA
"1359" "C96461" "august" "2014" 1 "C2" 111 NA
"1360" "C96461" "june" "2014" 2 "C2" 109 NA
"1361" "C96957" "august" "2012" 1 "C2" 74 NA
"1362" "C973DA" "august" "2012" 1 "C2" 119 NA
"1363" "C9767B" "june" "2014" 1 "C2" 89 NA
"1364" "C9767B" "august" "2012" 1 "C2" 54 NA
"1365" "C9767B" "august" "2014" 1 "C2" 94 NA
"1366" "C9767B" "june" "2015" 1 "C2" 94 NA
"1367" "C976A1" "june" "2015" 1 "C2" 98 NA
"1368" "C976A1" "august" "2015" 2 "C2" 100 NA
"1369" "C976A1" "june" "2016" 1 "C2" 104.5 NA
"1370" "C976A1" "august" "2016" 2 "C2" 109 NA
"1371" "C976A1" "june" "2017" 1 "C2" 115 NA
"1372" "C97814" "august" "2012" 1 "C2" 89 NA
"1373" "C97814" "june" "2014" 2 "C2" 115 NA
"1374" "C97814" "june" "2016" 2 "C2" 123 NA
"1375" "C97814" "august" "2016" 1 "C2" 125 NA
"1376" "C97814" "june" "2017" 1 "C2" 128 NA
"1377" "C979C7" "june" "2015" 1 "C2" 84.5 NA
"1378" "C979C7" "august" "2015" 2 "C2" 94 NA
"1379" "C979C7" "june" "2016" 2 "C2" 106 NA
"1380" "C979C7" "june" "2014" 1 "C2" 72 NA
"1381" "C979C7" "august" "2017" 1 "C2" 132.5 NA
"1382" "C97F5D" "august" "2012" 1 "C2" 101 NA
"1383" "C97FDB" "august" "2012" 1 "C2" 140 NA
"1384" "C98808" "august" "2012" 1 "C2" 127 NA
"1385" "C98808" "june" "2014" 2 "C2" 127 NA
"1386" "C98907" "june" "2014" 2 "C2" 111 NA
"1387" "C98907" "june" "2015" 1 "C2" 110 NA
"1388" "C98907" "august" "2014" 1 "C2" 113 NA
"1389" "C98B90" "august" "2012" 1 "C2" 94 NA
"1390" "C98CCA" "august" "2014" 1 "C2" 123 NA
"1391" "C98CCA" "june" "2015" 1 "C2" 120 NA
"1392" "C98CCA" "august" "2015" 2 "C2" 122 NA
"1393" "C98DDD" "august" "2012" 1 "C2" 110 NA
"1394" "C98DDD" "august" "2014" 1 "C2" 112 NA
"1395" "C98DDD" "june" "2016" 2 "C2" 114 NA
"1396" "C98F30" "august" "2012" 1 "C2" 81 NA
"1397" "052689" "june" "2015" 2 "C20" 78 NA
"1398" "052689" "june" "2014" 2 "C20" 69 NA
"1399" "052695" "june" "2014" 2 "C20" 70 NA
"1400" "052696" "june" "2015" 2 "C20" 81 NA
"1401" "052696" "august" "2015" NA "C20" 87.5 NA
"1402" "052696" "august" "2016" 1 "C20" 111.5 NA
"1403" "052696" "june" "2014" 2 "C20" 65 NA
"1404" "052696" "june" "2017" 1 "C20" 116 NA
"1405" "052708" "june" "2014" 2 "C20" 126 NA
"1406" "052724" "june" "2015" 1 "C20" 125 NA
"1407" "052724" "june" "2014" 2 "C20" 126 NA
"1408" "053175" "june" "2015" 2 "C20" 100 NA
"1409" "053175" "june" "2014" 2 "C20" 95 NA
"1410" "053181" "june" "2015" 2 "C20" 105 NA
"1411" "053181" "june" "2014" 2 "C20" 91 NA
"1412" "053345" "june" "2014" 1 "C20" 105 NA
"1413" "053360" "june" "2014" 1 "C20" 93 NA
"1414" "053366" "june" "2014" 1 "C20" 84 NA
"1415" "053391" "june" "2014" 1 "C20" 78 NA
"1416" "053410" "june" "2014" 1 "C20" 78 NA
"1417" "053866" "august" "2014" 1 "C20" 65 NA
"1418" "053866" "august" "2015" NA "C20" 85 NA
"1419" "053866" "june" "2016" 1 "C20" 98 NA
"1420" "053893" "august" "2014" 1 "C20" 105 NA
"1421" "053893" "june" "2015" 1 "C20" 109 NA
"1422" "053905" "august" "2014" 1 "C20" 126 NA
"1423" "053905" "june" "2015" 2 "C20" 128 NA
"1424" "053957" "august" "2014" 1 "C20" 67 NA
"1425" "053957" "june" "2015" 1 "C20" 74 NA
"1426" "053957" "june" "2014" 2 "C20" 54 NA
"1427" "053958" "august" "2014" 1 "C20" 91 NA
"1428" "053958" "june" "2015" 2 "C20" 95 NA
"1429" "053958" "august" "2015" NA "C20" 98 NA
"1430" "123802" "august" "2017" 1 "C20" 62 NA
"1431" "123856" "august" "2017" 1 "C20" 57 NA
"1432" "123864" "august" "2017" 1 "C20" 60 NA
"1433" "123887" "august" "2017" 1 "C20" 64 NA
"1434" "123890" "august" "2017" 1 "C20" 63 NA
"1435" "123996" "august" "2017" 2 "C20" 64 NA
"1436" "158550" "august" "2016" 1 "C20" 86 NA
"1437" "158571" "august" "2016" 1 "C20" 88 NA
"1438" "158571" "august" "2017" 1 "C20" 109 NA
"1439" "158572" "august" "2016" 1 "C20" 71.5 NA
"1440" "158588" "august" "2016" 1 "C20" 118 NA
"1441" "186502" "august" "2017" 2 "C20" 147 NA
"1442" "655028" "june" "2015" 2 "C20" 120 NA
"1443" "655044" "june" "2015" 2 "C20" 70 NA
"1444" "655049" "june" "2015" 1 "C20" 115 NA
"1445" "655062" "june" "2015" 2 "C20" 136 NA
"1446" "655074" "august" "2015" NA "C20" 67.5 NA
"1447" "655074" "august" "2016" 1 "C20" 91 NA
"1448" "655117" "august" "2015" NA "C20" 140 NA
"1449" "655124" "august" "2015" NA "C20" 78 NA
"1450" "655124" "june" "2016" 2 "C20" 95 NA
"1451" "655124" "august" "2016" 1 "C20" 104 NA
"1452" "655160" "june" "2015" 2 "C20" 65 NA
"1453" "655160" "august" "2017" 2 "C20" 109 NA
"1454" "655353" "june" "2016" 1 "C20" 61 NA
"1455" "655353" "august" "2016" 2 "C20" 81 NA
"1456" "655353" "june" "2017" 1 "C20" 96 NA
"1457" "655477" "june" "2016" 1 "C20" 59 NA
"1458" "655477" "august" "2016" 1 "C20" 69 NA
"1459" "655495" "august" "2015" NA "C20" 68 NA
"1460" "655495" "june" "2016" 2 "C20" 86 NA
"1461" "655495" "august" "2016" 2 "C20" 98 NA
"1462" "655495" "june" "2017" 1 "C20" 115 NA
"1463" "655498" "june" "2015" 1 "C20" 69 NA
"1464" "897751" "june" "2017" 1 "C20" 66 NA
"1465" "897751" "august" "2017" 1 "C20" 82 NA
"1466" "897762" "august" "2016" 1 "C20" 114 NA
"1467" "897779" "june" "2017" 1 "C20" 69 NA
"1468" "897791" "june" "2017" 1 "C20" 65 NA
"1469" "897818" "august" "2016" 1 "C20" 95 NA
"1470" "897880" "june" "2017" 2 "C20" 120 NA
"1471" "897894" "june" "2017" 2 "C20" 75 NA
"1472" "897894" "august" "2017" 1 "C20" 81 NA
"1473" "897915" "june" "2017" 2 "C20" 65 NA
"1474" "897921" "august" "2016" 2 "C20" 93 NA
"1475" "897923" "june" "2017" 2 "C20" 67 NA
"1476" "897939" "june" "2017" 1 "C20" 85.5 NA
"1477" "897951" "august" "2016" 1 "C20" 92 NA
"1478" "897987" "june" "2017" 2 "C20" 74 NA
"1479" "897987" "august" "2017" 1 "C20" 80 NA
"1480" "981836" "august" "2017" 1 "C20" 70 NA
"1481" "981854" "august" "2017" 2 "C20" 65 NA
"1482" "981921" "august" "2017" 1 "C20" 92 NA
"1483" "981926" "august" "2017" 1 "C20" 72 NA
"1484" "981933" "august" "2017" 2 "C20" 77 NA
"1485" "981970" "august" "2017" 1 "C20" 76 NA
"1486" "981977" "august" "2017" 1 "C20" 99 NA
"1487" "1129984" "august" "2015" NA "C20" 59 NA
"1488" "3318528" "august" "2015" NA "C20" 59.5 NA
"1489" "4093696" "august" "2015" NA "C20" 46.5 NA
"1490" "4093696" "june" "2016" 2 "C20" 59 NA
"1491" "4222720" "august" "2015" NA "C20" 54 NA
"1492" "6151040" "august" "2015" NA "C20" 51 NA
"1493" "6151040" "june" "2016" 2 "C20" 60 NA
"1494" "7330688" "august" "2015" NA "C20" 58 NA
"1495" "9060992" "august" "2016" 1 "C20" 56 NA
"1496" "9631104" "august" "2015" NA "C20" 63 NA
"1497" "9818496" "august" "2016" 2 "C20" 62 NA
"1499" "1865B1" "june" "2014" 1 "C20" 91 NA
"1500" "1865B1" "august" "2012" 1 "C20" 66 NA
"1501" "1865B1" "august" "2015" NA "C20" 100 NA
"1502" "1871BB" "june" "2014" 2 "C20" 100 NA
"1503" "187D2A" "june" "2016" 2 "C20" 109 NA
"1504" "187ED4" "june" "2015" 2 "C20" 118 NA
"1505" "187ED4" "june" "2014" 2 "C20" 118 NA
"1506" "4ED752" "august" "2012" 1 "C20" 78 NA
"1507" "4EDE6E" "june" "2014" 1 "C20" 101 NA
"1508" "4EDF42" "august" "2012" 1 "C20" 113 NA
"1509" "4EE06D" "august" "2012" 1 "C20" 82 NA
"1510" "4EE102" "june" "2015" 2 "C20" 106.5 NA
"1511" "4EE102" "june" "2016" 1 "C20" 109 NA
"1512" "4EE103" "august" "2012" 1 "C20" 81 NA
"1513" "4EE1CC" "august" "2012" 1 "C20" 110 NA
"1514" "4EE102" "june" "2015" 1 "C20" 105 NA
"1515" "4EE208" "august" "2012" 1 "C20" 114 NA
"1516" "4EE43D" "august" "2012" 1 "C20" 87 NA
"1517" "4EE46F" "june" "2015" 2 "C20" 135 NA
"1518" "4EE581" "august" "2012" 1 "C20" 92 NA
"1519" "4EE67F" "august" "2012" 1 "C20" 116 NA
"1520" "4EE67F" "august" "2014" 1 "C20" 134 NA
"1521" "4EE67F" "june" "2015" 1 "C20" 131 NA
"1522" "4EE67F" "june" "2014" 2 "C20" 132 NA
"1523" "4EE7E1" "august" "2012" 1 "C20" 99 NA
"1524" "4EE7E1" "august" "2016" 1 "C20" 124 NA
"1525" "4EE7E1" "june" "2017" 1 "C20" 128 NA
"1526" "4EE7E9" "august" "2012" 1 "C20" 82 NA
"1527" "4EE7E9" "june" "2015" 1 "C20" 102 NA
"1528" "4EE810" "june" "2015" 1 "C20" 117 NA
"1529" "4EE81C" "june" "2015" 2 "C20" 118 NA
"1530" "4EECB5" "august" "2012" 1 "C20" 98 NA
"1531" "4EECB5" "june" "2015" 1 "C20" 109 NA
"1532" "4EEDBF" "june" "2014" 1 "C20" 93 NA
"1533" "4EEDBF" "june" "2015" 2 "C20" 99 NA
"1534" "4EF724" "june" "2015" 1 "C20" 97 NA
"1535" "6D8818" "june" "2014" 1 "C20" 90 NA
"1536" "6D8818" "june" "2015" 1 "C20" 91 NA
"1537" "6D8818" "august" "2016" 2 "C20" 103 NA
"1538" "6D91B6" "august" "2012" 1 "C20" 108 NA
"1539" "6DAE23" "june" "2014" 1 "C20" 104 NA
"1540" "6DAE23" "august" "2012" 1 "C20" 84 NA
"1541" "6DAE23" "june" "2015" 2 "C20" 120 NA
"1542" "C9645B" "june" "2014" 1 "C20" 83 NA
"1543" "C9645B" "june" "2015" 1 "C20" 98 NA
"1544" "C9645B" "august" "2015" NA "C20" 104 NA
"1545" "C9645B" "june" "2017" 2 "C20" 135 NA
"1546" "C96618" "june" "2015" 1 "C20" 112.5 NA
"1547" "C96AEA" "august" "2014" 1 "C20" 86 NA
"1548" "C96AEA" "june" "2015" 2 "C20" 69 NA
"1549" "C96AEA" "august" "2015" NA "C20" 108 NA
"1550" "C96AEA" "august" "2016" 2 "C20" 126 NA
"1551" "C96AEA" "june" "2014" 2 "C20" 83 NA
"1552" "C96AEA" "august" "2017" 1 "C20" 130 NA
"1553" "C96E00" "august" "2015" NA "C20" 109 NA
"1554" "C97016" "august" "2012" 1 "C20" 77 NA
"1555" "C972E5" "august" "2012" 1 "C20" 84 NA
"1556" "C972E5" "june" "2015" 1 "C20" 115 NA
"1557" "C973C8" "august" "2012" 1 "C20" 95 NA
"1558" "C97D04" "august" "2014" 1 "C20" 96 NA
"1559" "C97D04" "june" "2015" 2 "C20" 100 NA
"1560" "C97D04" "august" "2015" NA "C20" 98 NA
"1561" "C97ECA" "june" "2015" 2 "C20" 108 NA
"1562" "C97FCA" "june" "2014" 1 "C20" 103 NA
"1563" "C97FCA" "august" "2012" 1 "C20" 78 NA
"1564" "C9840B" "august" "2012" 1 "C20" 84 NA
"1565" "C9840B" "august" "2014" 1 "C20" 106 NA
"1566" "C98628" "june" "2014" 2 "C20" 105 NA
"1567" "C986FF" "august" "2012" 1 "C20" 79 NA
"1568" "C986FF" "august" "2012" 1 "C20" 99 NA
"1569" "C986FF" "august" "2015" NA "C20" 114 NA
"1570" "C986FF" "june" "2016" 1 "C20" 116 NA
"1571" "C98A65" "june" "2014" 1 "C20" 95 NA
"1572" "C98C47" "june" "2014" 2 "C20" 90 NA
"1573" "052711" "august" "2014" 1 "C21" 121 NA
"1574" "052711" "august" "2015" NA "C21" 127 NA
"1575" "052711" "june" "2014" 2 "C21" 118 NA
"1576" "052733" "august" "2015" NA "C21" 107 NA
"1577" "052733" "june" "2014" 2 "C21" 92 NA
"1578" "052733" "june" "2017" 1 "C21" 124.5 NA
"1579" "053178" "august" "2015" NA "C21" 117 NA
"1580" "053178" "june" "2014" 2 "C21" 113 NA
"1581" "053372" "june" "2014" 1 "C21" 86 NA
"1582" "053372" "june" "2017" 1 "C21" 115 NA
"1583" "053412" "june" "2014" 1 "C21" 112 NA
"1584" "053412" "june" "2015" 1 "C21" 115 NA
"1585" "053605" "june" "2014" 1 "C21" 65 NA
"1586" "053605" "june" "2015" 1 "C21" 89 NA
"1587" "053605" "june" "2015" 2 "C21" 92 NA
"1588" "053605" "august" "2014" 1 "C21" 75 NA
"1589" "053873" "august" "2014" 1 "C21" 75 NA
"1590" "053873" "august" "2015" NA "C21" 98.5 NA
"1591" "053873" "june" "2016" 1 "C21" 110 NA
"1592" "053873" "august" "2016" 2 "C21" 123 NA
"1593" "053873" "june" "2014" 2 "C21" 63 NA
"1594" "053873" "june" "2017" 1 "C21" 132 NA
"1595" "053873" "august" "2017" 2 "C21" 147 NA
"1596" "053887" "august" "2014" 1 "C21" 90 NA
"1597" "053887" "august" "2015" NA "C21" 102 NA
"1598" "053887" "august" "2017" 1 "C21" 132 NA
"1599" "053891" "august" "2014" 1 "C21" 68 NA
"1600" "053891" "august" "2015" NA "C21" 92 NA
"1601" "053891" "august" "2016" 1 "C21" 111 NA
"1602" "053891" "june" "2015" 2 "C21" 84 NA
"1603" "053891" "june" "2014" 2 "C21" 62 NA
"1604" "123811" "august" "2017" 1 "C21" 51 NA
"1605" "123817" "august" "2017" 1 "C21" 61 NA
"1606" "123821" "august" "2017" 1 "C21" 52.5 NA
"1607" "123845" "august" "2017" 1 "C21" 52 NA
"1608" "123852" "august" "2017" 2 "C21" 50 NA
"1609" "123895" "august" "2017" 1 "C21" 52 NA
"1610" "123897" "august" "2017" 1 "C21" 55.5 NA
"1611" "123899" "august" "2017" 1 "C21" 59 NA
"1612" "123987" "august" "2017" 2 "C21" 58 NA
"1613" "454144" "june" "2015" 2 "C21" 62 NA
"1614" "655025" "june" "2015" 1 "C21" 116 NA
"1615" "655025" "august" "2017" 1 "C21" 142 NA
"1616" "655060" "august" "2015" NA "C21" 158 NA
"1617" "655060" "june" "2017" 1 "C21" 176 NA
"1618" "655076" "august" "2015" NA "C21" 145 NA
"1619" "655107" "august" "2015" NA "C21" 71 NA
"1620" "655107" "august" "2016" 1 "C21" 92 NA
"1621" "655107" "june" "2017" 1 "C21" 105 NA
"1622" "655107" "august" "2017" 1 "C21" 113 NA
"1623" "655119" "june" "2015" 1 "C21" 75 NA
"1624" "655119" "june" "2016" 1 "C21" 90 NA
"1625" "655177" "june" "2015" 1 "C21" 141 NA
"1626" "655177" "august" "2015" NA "C21" 147 NA
"1627" "655177" "june" "2017" 1 "C21" 155 NA
"1628" "655186" "june" "2015" 1 "C21" 69 NA
"1629" "655186" "august" "2015" NA "C21" 77 NA
"1630" "655186" "august" "2016" 1 "C21" 104 NA
"1631" "655186" "august" "2017" 1 "C21" 130 NA
"1632" "655206" "august" "2015" NA "C21" 160 NA
"1633" "655218" "june" "2016" 1 "C21" 99 NA
"1634" "655218" "august" "2016" 1 "C21" 111 NA
"1635" "655218" "june" "2015" 2 "C21" 81 NA
"1636" "655218" "june" "2017" 2 "C21" 123 NA
"1637" "655225" "august" "2015" NA "C21" 95 NA
"1638" "655225" "june" "2016" 1 "C21" 103 NA
"1639" "655225" "august" "2016" 2 "C21" 114 NA
"1640" "655225" "june" "2015" 2 "C21" 85 NA
"1641" "655225" "june" "2017" 2 "C21" 123 NA
"1642" "655234" "august" "2015" NA "C21" 138 NA
"1643" "655258" "june" "2016" 1 "C21" 70 NA
"1644" "655258" "august" "2016" 1 "C21" 83 NA
"1645" "655313" "june" "2016" 1 "C21" 70.5 NA
"1646" "655313" "august" "2016" 2 "C21" 85 NA
"1647" "655339" "june" "2016" 1 "C21" 72 NA
"1648" "655339" "august" "2016" 2 "C21" 82 NA
"1649" "655339" "june" "2017" 1 "C21" 101.5 NA
"1650" "655362" "june" "2016" 1 "C21" 69 NA
"1651" "655362" "august" "2016" 1 "C21" 84 NA
"1652" "655362" "june" "2017" 2 "C21" 105 NA
"1653" "655362" "august" "2017" 1 "C21" 112.5 NA
"1654" "655366" "august" "2016" 2 "C21" 98 NA
"1655" "655368" "august" "2016" 1 "C21" 95 NA
"1656" "655368" "june" "2017" 2 "C21" 109 NA
"1657" "655438" "june" "2015" 1 "C21" 145 NA
"1658" "655438" "august" "2016" 2 "C21" 160 NA
"1659" "655438" "june" "2017" 1 "C21" 163 NA
"1660" "655463" "august" "2016" 2 "C21" 148 NA
"1661" "0884992" "august" "2015" NA "C21" 60 NA
"1662" "897734" "august" "2016" 1 "C21" 68 NA
"1663" "897763" "june" "2017" 1 "C21" 140 NA
"1664" "897806" "june" "2017" 1 "C21" 66 NA
"1665" "897806" "august" "2017" 1 "C21" 85.5 NA
"1666" "897849" "june" "2017" 1 "C21" 69 NA
"1667" "897891" "june" "2017" 1 "C21" 110 NA
"1668" "897891" "august" "2017" 1 "C21" 120 NA
"1669" "897898" "june" "2017" 1 "C21" 68 NA
"1670" "897898" "august" "2017" 1 "C21" 80 NA
"1671" "897901" "august" "2016" 1 "C21" 112 NA
"1672" "897901" "june" "2017" 1 "C21" 122 NA
"1673" "897934" "august" "2016" 2 "C21" 69 NA
"1674" "897934" "june" "2017" 1 "C21" 52 NA
